name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Isaac Success Ajayi,FWD,Watford,0,0,0,0,0,0,393,27,0,0,0,0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,30741,0,1,0,0,-8140,1656,9796,50,FALSE,0,3
Robert Street,FWD,Crystal Palace,-0.5,0,0,0,0,0,542,28,0,0,0,0,2021-08-28T14:00:00Z,0,19,0,0,0,0,3,0,26817,2,2,0,0,6473,13037,6564,45,FALSE,0,3
Tammy Abraham,FWD,Chelsea,0,0,0,0,0,0,136,23,0,0,0,0,2021-08-28T16:30:00Z,0,11,0,0,0,0,3,0,19226,1,1,0,0,-11874,0,11874,65,FALSE,0,3
Raúl Jiménez,FWD,Wolves,1.2,0,0,10,0,35.3,430,30,1,0,10.1,11.4,2021-08-29T15:30:00Z,90,13,0,0,0,0,3,0,203246,1,0,54,2,-48434,14667,63101,74,TRUE,0,3
Emmanuel Dennis,FWD,Watford,4,0,0,-2,0,2,450,27,1,0,2.5,0.4,2021-08-29T13:00:00Z,90,17,0,0,0,0,3,0,530746,0,1,23,1,187719,269879,82160,51,FALSE,1,3
Edward Nketiah,FWD,Arsenal,0,0,0,0,0,0,20,24,0,0,0,0,2021-08-28T11:30:00Z,0,12,0,0,0,0,3,0,6202,0,5,0,0,-948,467,1415,55,FALSE,0,3
Che Adams,FWD,Southampton,4.5,0,0,5,0,12.9,345,25,1,0,5,3.6,2021-08-28T14:00:00Z,70,14,0,0,0,0,3,0,176201,2,2,33,2,34361,57430,23069,70,FALSE,0,3
Divock Origi,FWD,Liverpool,0,0,0,0,0,0,235,23,0,0,0,0,2021-08-28T16:30:00Z,0,6,0,0,0,0,3,0,80850,1,1,0,0,-11237,5993,17230,49,TRUE,0,3
Andre Gray,FWD,Watford,-1,0,0,0,0,0,383,27,0,0,0,0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,17175,0,1,0,0,-3269,1773,5042,54,FALSE,0,3
Jean-Philippe Mateta,FWD,Crystal Palace,-0.2,0,0,0,0,0,159,28,0,0,0,0,2021-08-28T14:00:00Z,0,19,0,0,0,0,3,0,9549,2,2,0,0,-2391,711,3102,55,FALSE,0,3
Dane Scarlett,FWD,Spurs,1,0,0,0,0,0,520,27,0,0,0,0,2021-08-29T13:00:00Z,0,18,0,0,0,0,3,0,171611,0,1,0,0,1679,27952,26273,45,TRUE,0,3
Sam Greenwood,FWD,Leeds,0.5,0,0,0,0,0,550,29,0,0,0,0,2021-08-29T13:00:00Z,0,5,0,0,0,0,3,0,79315,1,1,0,0,13609,28990,15381,45,FALSE,0,3
Alexandre Lacazette,FWD,Arsenal,-0.2,0,0,-1,0,0.3,6,24,1,0,0.1,1,2021-08-28T11:30:00Z,31,12,0,0,0,0,3,0,92011,0,5,0,1,-21373,1316,22689,84,FALSE,0,3
Matej Vydra,FWD,Burnley,0.1,0,0,2,0,0.3,111,29,1,0,0.2,1.2,2021-08-29T13:00:00Z,11,10,0,0,0,0,3,0,45253,1,1,0,1,-17587,326,17913,54,TRUE,0,3
Marcus Forss,FWD,Brentford,-0.2,0,0,0,0,0,88,21,0,0,0,0,2021-08-28T14:00:00Z,0,2,0,0,0,0,3,0,12394,1,1,0,0,-2737,1070,3807,55,FALSE,0,3
Joe Gelhardt,FWD,Leeds,1.5,0,0,0,0,0,577,29,0,0,0,0,2021-08-29T13:00:00Z,0,5,0,0,0,0,3,0,0,1,1,0,0,0,0,0,45,FALSE,0,3
Folarin Balogun,FWD,Arsenal,0.2,0,0,0,0,0,530,24,0,0,0,0,2021-08-28T11:30:00Z,0,12,0,0,0,0,3,0,36210,0,5,0,0,-2315,7889,10204,50,FALSE,0,3
Dwight Gayle,FWD,Newcastle,-0.5,0,0,0,0,0,300,25,0,0,0,0,2021-08-28T14:00:00Z,0,16,0,0,0,0,3,0,15031,2,2,0,0,-2417,1259,3676,54,TRUE,0,3
Michy Batshuayi,FWD,Chelsea,0,0,0,0,0,0,126,23,0,0,0,0,2021-08-28T16:30:00Z,0,11,0,0,0,0,3,0,8590,1,1,0,0,-4415,0,4415,55,FALSE,0,3
Anthony Martial,FWD,Man Utd,1.5,0,0,4,0,2.6,278,30,0,0,0.6,1.6,2021-08-29T15:30:00Z,18,20,0,0,0,0,3,0,77152,1,0,2,1,-33036,2994,36030,78,FALSE,0,3
Rodrigo Moreno,FWD,Leeds,1.2,0,0,12,0,26,187,29,1,0,3.7,9.4,2021-08-29T13:00:00Z,72,5,0,0,0,0,3,0,100794,1,1,2,1,-23171,9357,32528,64,FALSE,1,3
Callum Wilson,FWD,Newcastle,4.8,0,3,30,1,1.3,296,25,0,1,7.5,36.2,2021-08-28T14:00:00Z,68,16,0,0,0,0,3,0,457795,2,2,37,9,-85812,32919,118731,75,TRUE,0,3
Patson Daka,FWD,Leicester,1.3,0,0,0,0,0,455,26,0,0,0,0,2021-08-28T14:00:00Z,0,15,0,0,0,0,3,0,61825,2,1,0,0,-23717,1847,25564,73,FALSE,0,3
Danny Ings,FWD,Aston Villa,6.8,1,0,14,0,11.3,337,21,1,0,6.1,22.4,2021-08-28T14:00:00Z,90,3,0,0,0,0,3,0,3078954,1,1,27,4,160783,339661,178878,81,TRUE,1,3
Gabriel Fernando de Jesus,FWD,Man City,8.5,1,3,53,1,60.7,263,24,0,1,16.2,61.8,2021-08-28T11:30:00Z,60,1,0,0,0,0,3,0,331920,0,5,39,12,62491,95472,32981,85,TRUE,0,3
Florin Andone,FWD,Brighton,0,0,0,0,0,0,500,22,0,0,0,0,2021-08-28T14:00:00Z,0,8,0,0,0,0,3,0,11830,2,0,0,0,-4171,978,5149,50,TRUE,0,3
Dominic Calvert-Lewin,FWD,Everton,5.8,0,3,34,1,12.1,177,22,0,1,7,36.4,2021-08-28T14:00:00Z,69,4,0,0,0,0,3,0,1259992,2,0,21,9,211212,333672,122460,82,FALSE,0,3
Ollie Watkins,FWD,Aston Villa,0.6,0,0,2,0,0.6,40,21,0,0,4,5.4,2021-08-28T14:00:00Z,11,3,0,0,0,0,3,0,133365,1,1,34,1,-77521,1168,78689,73,TRUE,0,3
Patrick Bamford,FWD,Leeds,5.2,0,2,26,0,3.8,189,29,1,1,10.6,33.4,2021-08-29T13:00:00Z,90,5,0,0,0,0,3,0,1067864,1,1,69,8,-148692,61025,209717,79,FALSE,0,3
Jamie Vardy,FWD,Leicester,7.3,1,3,41,0,10.6,205,26,1,1,10.7,60.4,2021-08-28T14:00:00Z,90,15,0,0,0,0,3,0,1125378,2,1,36,12,-106318,77000,183318,105,FALSE,0,3
Adam Armstrong,FWD,Southampton,4.8,1,0,14,0,25,525,25,2,0,7.7,2.2,2021-08-28T14:00:00Z,90,14,0,0,0,0,3,0,276132,2,2,50,5,97770,142047,44277,60,FALSE,0,3
Joshua Sargent,FWD,Norwich,0,0,0,2,0,10.3,516,26,1,0,1.4,0,2021-08-28T14:00:00Z,17,9,0,0,0,0,3,0,10839,2,1,4,1,-686,1718,2404,55,TRUE,0,3
Pierre-Emerick Aubameyang,FWD,Arsenal,0.2,0,0,0,0,1.4,4,24,4,0,0.1,0,2021-08-28T11:30:00Z,58,12,0,0,0,0,3,0,93954,0,5,0,1,-10890,11676,22566,99,FALSE,0,3
Allan Saint-Maximin,FWD,Newcastle,3.2,0,1,27,0,34,307,25,2,1,10.9,44.4,2021-08-28T14:00:00Z,90,16,0,0,0,0,3,0,398778,2,2,31,6,-49205,59238,108443,65,TRUE,1,3
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0.5,0,0,3,0,10.8,310,25,2,0,2.1,4.4,2021-08-28T14:00:00Z,21,16,0,0,0,0,3,0,36213,2,2,6,1,-7297,2749,10046,59,TRUE,0,3
Christian Benteke,FWD,Crystal Palace,1.8,1,0,21,0,22.4,149,28,2,0,7.6,33.2,2021-08-28T14:00:00Z,90,19,0,0,0,0,3,0,84428,2,2,20,5,-17404,4499,21903,64,FALSE,0,3
Jay Rodriguez,FWD,Burnley,0.5,0,0,0,0,0,104,29,0,0,0,0,2021-08-29T13:00:00Z,0,10,0,0,0,0,3,0,69889,1,1,0,0,-7203,6139,13342,55,TRUE,0,3
Cameron Archer,FWD,Aston Villa,1.5,0,0,0,0,0,568,21,0,0,0,0,2021-08-28T14:00:00Z,0,3,0,0,0,0,3,0,0,1,1,0,0,0,0,0,45,TRUE,0,3
Chris Wood,FWD,Burnley,3.8,0,3,29,0,34.3,109,29,1,1,13.7,41.8,2021-08-29T13:00:00Z,90,10,0,0,0,0,3,0,152732,1,1,61,9,-36355,9152,45507,69,TRUE,0,3
Jordan Ayew,FWD,Crystal Palace,1.2,0,0,10,0,0.9,153,28,2,0,3.6,15.2,2021-08-28T14:00:00Z,90,19,0,0,0,0,3,0,55756,2,2,20,2,-12296,4174,16470,60,FALSE,0,3
Roberto Firmino,FWD,Liverpool,3,0,0,5,0,2.6,228,23,1,0,0.7,4.6,2021-08-28T16:30:00Z,42,6,0,0,0,0,3,0,356190,1,1,0,1,-172122,9549,181671,89,TRUE,0,3
Teemu Pukki,FWD,Norwich,2.7,0,1,26,0,11,315,26,1,1,8.3,36.2,2021-08-28T14:00:00Z,72,9,0,0,0,0,3,0,397602,2,1,36,7,-74789,23171,97960,59,TRUE,0,3
Adedapo Awokoya-Mebude,FWD,Watford,0,0,0,0,0,0,469,27,0,0,0,0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,14508,0,1,0,0,-2132,0,2132,45,FALSE,0,3
Kelechi Iheanacho,FWD,Leicester,2,0,0,0,0,0.3,213,26,0,0,0.8,0,2021-08-28T14:00:00Z,23,15,0,0,0,0,3,0,469547,2,1,8,1,-278687,14326,293013,73,FALSE,0,3
Ashley Fletcher,FWD,Watford,-1,0,0,0,0,0,395,27,0,0,0,0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,17019,0,1,0,0,-2025,1319,3344,50,FALSE,0,3
Lewis Richardson,FWD,Burnley,-0.5,0,0,0,0,0,533,29,0,0,0,0,2021-08-29T13:00:00Z,0,10,0,0,0,0,3,0,50598,1,1,0,0,10239,19960,9721,45,TRUE,0,3
Ivan Toney,FWD,Brentford,2.8,0,1,22,0,15.1,78,21,1,1,7.9,31.2,2021-08-28T14:00:00Z,90,2,0,0,0,0,3,0,1707531,1,1,33,6,-475891,46038,521929,64,FALSE,1,3
Olivier Giroud,FWD,Chelsea,0,0,0,0,0,0,120,23,0,0,0,0,2021-08-28T16:30:00Z,0,11,0,0,0,0,3,0,1626,1,1,0,0,-212,0,212,65,FALSE,0,3
Edinson Cavani,FWD,Man Utd,0.8,0,0,3,0,2.4,269,30,0,0,0.3,0.2,2021-08-29T15:30:00Z,37,20,0,0,0,0,3,0,290204,1,0,0,1,-78144,12507,90651,85,FALSE,0,3
Michael Obafemi,FWD,Southampton,0.5,0,0,0,0,0,348,25,0,0,0,0,2021-08-28T14:00:00Z,0,14,0,0,0,0,3,0,984788,2,2,0,0,-207,104111,104318,45,FALSE,0,3
Ashley Barnes,FWD,Burnley,0.8,0,0,-5,1,11.6,105,29,0,0,2,2.2,2021-08-29T13:00:00Z,78,10,0,0,0,0,3,0,144074,1,1,6,1,239,25055,24816,55,TRUE,1,3
Romelu Lukaku,FWD,Chelsea,3.3,0,0,6,0,27.5,529,23,1,0,7.1,6.6,2021-08-28T16:30:00Z,90,11,0,0,0,0,3,0,1605827,1,1,37,2,437052,513795,76743,115,FALSE,0,3
Shane Long,FWD,Southampton,0.5,0,0,0,0,0,519,25,0,0,0,0,2021-08-28T14:00:00Z,0,14,0,0,0,0,3,0,17981,2,2,0,0,-1530,2500,4030,55,FALSE,0,3
Adam Idah,FWD,Norwich,-0.3,0,0,1,0,0.8,329,26,0,0,0.3,0,2021-08-28T14:00:00Z,11,9,0,0,0,0,3,0,33145,2,1,4,1,-4537,2402,6939,50,TRUE,0,3
Mbwana Ally Samatta,FWD,Aston Villa,0,0,0,0,0,0,48,21,0,0,0,0,2021-08-28T14:00:00Z,0,3,0,0,0,0,3,0,88,1,1,0,0,-13,0,13,55,TRUE,0,3
Timo Werner,FWD,Chelsea,1,0,0,0,0,0,134,23,0,0,0,0,2021-08-28T16:30:00Z,0,11,0,0,0,0,3,0,185589,1,1,0,0,-104911,3643,108554,88,FALSE,0,3
Patrick Cutrone,FWD,Wolves,0,0,0,0,0,0,523,30,0,0,0,0,2021-08-29T15:30:00Z,0,13,0,0,0,0,3,0,10159,1,0,0,0,-3583,0,3583,50,TRUE,0,3
Harry Kane,FWD,Spurs,1.3,0,0,2,1,24.2,357,27,0,0,6.4,11.2,2021-08-29T13:00:00Z,90,18,0,0,0,0,3,0,664425,0,1,29,1,-317,138421,138738,123,TRUE,1,3
Troy Deeney,FWD,Watford,-0.3,0,0,0,0,0,380,27,0,0,0,0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,178666,0,1,0,0,-49458,10459,59917,54,FALSE,0,3
João Pedro Junqueira de Jesus,FWD,Watford,0,0,0,0,0,0,404,27,0,0,0,0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,8454,0,1,0,0,-2408,372,2780,54,FALSE,0,3
Neal Maupay,FWD,Brighton,3.2,0,0,12,0,32.8,63,22,2,0,5.7,9.6,2021-08-28T14:00:00Z,90,8,0,0,0,0,3,0,168678,2,0,15,2,-54622,23580,78202,65,TRUE,0,3
Danny Welbeck,FWD,Brighton,0.2,0,0,1,0,0.5,447,22,0,0,0.3,0,2021-08-28T14:00:00Z,31,8,0,0,0,0,3,0,8497,2,0,2,1,-1750,260,2010,60,TRUE,0,3
Aaron Connolly,FWD,Brighton,0.3,0,0,0,0,0,72,22,0,0,0,0,2021-08-28T14:00:00Z,0,8,0,0,0,0,3,0,15457,2,0,0,0,-737,2897,3634,55,TRUE,0,3
Andi Zeqiri,FWD,Brighton,0,0,0,0,0,0,535,22,0,0,0,0,2021-08-28T14:00:00Z,0,8,0,0,0,0,3,0,75452,2,0,0,0,20273,35847,15574,45,TRUE,0,3
Fabio Silva,FWD,Wolves,0.5,0,0,2,0,0,445,30,0,0,0,0,2021-08-29T15:30:00Z,3,13,0,0,0,0,3,0,51449,1,0,0,1,-8979,2789,11768,59,TRUE,0,3
Michail Antonio,FWD,West Ham,13.8,1,2,46,0,48.3,413,28,2,1,21.2,58.4,2021-08-28T14:00:00Z,90,7,0,0,0,0,3,0,3317114,2,2,105,11,1011895,1064559,52664,78,TRUE,0,3
Wesley Moraes,FWD,Aston Villa,0.8,0,0,0,0,0,47,21,0,0,0,0,2021-08-28T14:00:00Z,0,3,0,0,0,0,3,0,21652,1,1,0,0,-1594,2947,4541,55,TRUE,0,3
Juan Camilo Hernández Suárez,FWD,Watford,1.7,0,0,3,0,1.6,472,27,0,0,0.7,1,2021-08-29T13:00:00Z,25,17,0,0,0,0,3,0,144082,0,1,4,1,7006,42900,35894,50,FALSE,0,3
Daniel N'Lundulu,FWD,Southampton,0,0,0,0,0,0,344,25,0,0,0,0,2021-08-28T14:00:00Z,0,14,0,0,0,0,3,0,2077,2,2,0,0,-275,0,275,45,FALSE,0,3
Halil Dervişoğlu,FWD,Brentford,-0.5,0,0,0,0,0,95,21,0,0,0,0,2021-08-28T14:00:00Z,0,2,0,0,0,0,3,0,3138,1,1,0,0,-487,364,851,54,FALSE,0,3
Jordan Hugill,FWD,Norwich,0,0,0,0,0,0,322,26,0,0,0,0,2021-08-28T14:00:00Z,0,9,0,0,0,0,3,0,2459,2,1,0,0,-783,150,933,54,TRUE,0,3
Nathan Broadhead,FWD,Everton,0,0,0,0,0,0,545,22,0,0,0,0,2021-08-28T14:00:00Z,0,4,0,0,0,0,3,0,3362,2,0,0,0,-1491,0,1491,45,FALSE,0,3
