name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,2.9,0,0,0,0,0,261,10,0,0,0,0,2021-08-15T15:30:00Z,0,17,0,0,0,0,1,0,88694,0,1,0,0,0,0,0,70,FALSE,0,1
Adam Lallana,MID,Brighton,2.4,0,0,7,0,3,53,2,0,0,0.7,1.6,2021-08-14T14:00:00Z,45,5,0,0,0,0,1,0,17460,2,1,2,1,0,0,0,55,FALSE,0,1
Youri Tielemans,MID,Leicester,2.8,0,0,23,1,17.8,210,5,0,0,5.8,33.4,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,364491,0,1,7,3,0,0,0,65,TRUE,0,1
Saman Ghoddos,MID,Brentford,0.9,0,0,0,0,0,85,1,0,0,0,0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,4061,0,2,0,0,0,0,0,55,TRUE,0,1
Tanguy Ndombele,MID,Spurs,1.6,0,0,0,0,0,375,10,0,0,0,0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,22204,0,1,0,0,0,0,0,60,TRUE,0,1
Jordan Henderson,MID,Liverpool,2.4,0,0,0,0,0,222,7,0,0,0,0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,47909,3,0,0,0,0,0,0,50,FALSE,0,1
Ibrahima Diallo,MID,Southampton,1,0,0,3,0,0.9,349,4,1,0,2,0.6,2021-08-14T14:00:00Z,10,8,0,0,0,0,1,0,7483,1,3,18,1,0,0,0,45,FALSE,0,1
Dwight McNeil,MID,Burnley,1.6,0,0,10,0,30.6,118,2,2,0,5.2,21.6,2021-08-14T14:00:00Z,78,4,0,0,0,0,1,0,20227,2,1,0,2,0,0,0,60,TRUE,0,1
Matthew Longstaff,MID,Newcastle,0,0,0,0,0,0,312,9,0,0,0,0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,9525,4,2,0,0,0,0,0,45,TRUE,0,1
Gabriel Teodoro Martinelli Silva,MID,Arsenal,2.9,0,0,7,0,22.4,26,1,1,0,3.6,2.2,2021-08-13T19:00:00Z,70,3,0,0,0,0,1,0,25036,0,2,11,2,0,0,0,55,FALSE,0,1
Heung-Min Son,MID,Spurs,2.8,0,2,27,1,19.7,359,10,0,1,9.4,32.8,2021-08-15T15:30:00Z,90,12,0,0,0,0,1,0,1412718,0,1,41,10,0,0,0,100,TRUE,0,1
Jack Cork,MID,Burnley,0.5,0,0,3,0,1.1,101,2,2,0,1.4,0.8,2021-08-14T14:00:00Z,84,4,0,0,0,0,1,0,7356,2,1,12,2,0,0,0,45,TRUE,0,1
Domingos Quina,MID,Watford,0.5,0,0,0,0,0,397,8,0,0,0,0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,6842,2,3,0,0,0,0,0,45,TRUE,0,1
Aaron Ramsey,MID,Aston Villa,1.5,0,0,0,0,0,496,8,0,0,0,0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,8453,2,3,0,0,0,0,0,45,FALSE,0,1
Jacob Ramsey,MID,Aston Villa,1.5,0,0,2,0,12.1,51,8,1,0,1.8,0.6,2021-08-14T14:00:00Z,45,18,0,0,0,0,1,0,22121,2,3,5,1,0,0,0,45,FALSE,0,1
Dennis Praet,MID,Leicester,1.9,0,0,0,0,0,206,5,0,0,0,0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,4344,0,1,0,0,0,0,0,50,TRUE,0,1
Joseph Willock,MID,Newcastle,1.1,0,0,0,0,0,19,9,0,0,0,0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,95790,4,2,0,0,0,0,0,60,TRUE,0,1
Pablo Hernández Domínguez,MID,Leeds,0,0,0,0,0,0,182,6,0,0,0,0,2021-08-14T11:30:00Z,0,13,0,0,0,0,1,0,392,1,5,0,0,0,0,0,55,FALSE,0,1
Reiss Nelson,MID,Arsenal,2.4,0,0,4,0,11.6,531,1,1,0,3.6,4,2021-08-13T19:00:00Z,19,3,0,0,0,0,1,0,0,0,2,20,1,0,0,0,50,FALSE,0,1
Harvey Barnes,MID,Leicester,2.9,0,0,-1,1,1.5,215,5,0,0,2.7,2.8,2021-08-14T14:00:00Z,71,20,0,0,0,0,1,0,916129,0,1,23,3,0,0,0,70,TRUE,0,1
Josh Brownhill,MID,Burnley,0.5,0,0,8,0,10.5,115,2,0,0,1.8,7.2,2021-08-14T14:00:00Z,11,4,0,0,0,0,1,0,288638,2,1,0,1,0,0,0,45,TRUE,0,1
Ian Carlo Poveda-Ocampo,MID,Leeds,0.5,0,0,0,0,0,195,6,0,0,0,0,2021-08-14T11:30:00Z,0,13,0,0,0,0,1,0,5955,1,5,0,0,0,0,0,45,FALSE,0,1
Frederico Rodrigues de Paula Santos,MID,Man Utd,1.9,0,0,25,0,7.2,274,6,1,1,6.2,37.8,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,13665,1,5,17,7,0,0,0,50,TRUE,0,1
Jack Harrison,MID,Leeds,1.6,0,0,8,0,21.1,267,6,5,0,3.8,10.2,2021-08-14T11:30:00Z,68,13,0,0,0,0,1,0,330990,1,5,7,2,0,0,0,60,FALSE,0,1
Ayoze Pérez,MID,Leicester,2.6,0,0,7,1,35.2,211,5,0,0,4.4,7.2,2021-08-14T14:00:00Z,61,20,0,0,0,0,1,0,18150,0,1,2,3,0,0,0,60,TRUE,0,1
Tomas Soucek,MID,West Ham,3.1,0,1,34,0,3.8,422,9,2,1,15,53.6,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,753486,4,2,93,8,0,0,0,60,FALSE,0,1
Will Hughes,MID,Watford,0.9,0,0,0,0,0,386,8,0,0,0,0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,5046,2,3,0,0,0,0,0,50,TRUE,0,1
Nicolas Pépé,MID,Arsenal,3.5,0,0,9,0,43.9,17,1,2,0,10.3,7.6,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,243459,0,2,51,2,0,0,0,75,FALSE,0,1
Granit Xhaka,MID,Arsenal,2.4,0,0,13,0,24.7,7,1,2,0,4.5,15.2,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,61422,0,2,5,2,0,0,0,50,FALSE,0,1
Jan Zamburek,MID,Brentford,0,0,0,0,0,0,93,1,0,0,0,0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,49963,0,2,0,0,0,0,0,45,TRUE,0,1
Yves Bissouma,MID,Brighton,1.5,0,0,14,0,5.2,70,2,1,0,1.3,7.6,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,0,882586,2,1,0,2,0,0,0,45,FALSE,0,1
Anthony Elanga,MID,Man Utd,1.9,0,0,0,0,0,512,6,0,0,0,0,2021-08-14T11:30:00Z,0,10,0,0,0,0,1,0,1515,1,5,0,0,0,0,0,50,TRUE,0,1
Ferran Torres,MID,Man City,2.9,0,0,4,0,2.9,268,10,1,0,4,5,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,0,129946,0,1,32,2,0,0,0,70,FALSE,0,1
Kai Havertz,MID,Chelsea,3.3,0,0,1,0,0.8,141,3,0,0,0.2,0,2021-08-14T14:00:00Z,8,7,0,0,0,0,1,0,834989,0,3,2,1,0,0,0,85,TRUE,0,1
Leon Bailey,MID,Aston Villa,2.8,1,0,14,0,14.8,492,8,1,0,5.6,20,2021-08-14T14:00:00Z,30,18,0,0,0,0,1,0,171733,2,3,21,4,0,0,0,65,FALSE,0,1
Michael Olise,MID,Crystal Palace,0,0,0,0,0,0,464,3,0,0,0,0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,3327,0,3,0,0,0,0,0,55,FALSE,0,1
Morgan Gibbs-White,MID,Wolves,0.5,0,0,2,0,0.4,440,5,0,0,2,0,2021-08-14T14:00:00Z,4,9,0,0,0,0,1,0,30702,0,1,20,1,0,0,0,45,FALSE,0,1
Jeff Hendrick,MID,Newcastle,0.4,0,0,0,0,0,297,9,0,0,0,0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,4139,4,2,0,0,0,0,0,50,TRUE,0,1
Mason Greenwood,MID,Man Utd,3,0,1,28,0,23.7,289,6,1,1,9.2,41.2,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,506276,1,5,27,8,0,0,0,75,TRUE,0,1
Bryan Gil Salvatierra,MID,Spurs,1.2,0,0,0,0,0,487,10,0,0,0,0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,9372,0,1,0,0,0,0,0,60,TRUE,0,1
Chem Campbell,MID,Wolves,0.5,0,0,0,0,0,548,5,0,0,0,0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,45,FALSE,0,1
Phil Foden,MID,Man City,0,0,0,0,0,0,265,10,0,0,0,0,2021-08-15T15:30:00Z,0,17,0,0,0,0,1,0,105611,0,1,0,0,0,0,0,80,FALSE,0,1
Thiago Alcántara do Nascimento,MID,Liverpool,2.9,0,0,0,0,0,225,7,0,0,0,0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,72500,3,0,0,0,0,0,0,55,FALSE,0,1
Kieran Dowell,MID,Norwich,0.9,0,0,5,0,20.8,323,7,0,0,2.9,4.2,2021-08-14T16:30:00Z,4,11,0,0,0,0,1,0,4891,3,0,4,1,0,0,0,55,TRUE,0,1
Ben Woodburn,MID,Liverpool,2,0,0,0,0,0,553,7,0,0,0,0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,0,3,0,0,0,0,0,0,45,FALSE,0,1
Samuel Edozie,MID,Man City,1.9,0,0,0,0,0,508,10,0,0,0,0,2021-08-15T15:30:00Z,0,17,0,0,0,0,1,0,1270,0,1,0,0,0,0,0,50,FALSE,0,1
Alex Oxlade-Chamberlain,MID,Liverpool,3.1,0,0,3,1,5.3,227,7,0,0,0.7,0,2021-08-14T16:30:00Z,60,15,0,0,0,0,1,0,9191,3,0,4,3,0,0,0,60,FALSE,0,1
Josh Benson,MID,Burnley,0,0,0,0,0,0,116,2,0,0,0,0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,408,2,1,0,0,0,0,0,45,TRUE,0,1
Christos Tzolis,MID,Norwich,0.4,0,0,0,0,0,528,7,0,0,0,0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,4851,3,0,0,0,0,0,0,50,TRUE,0,1
Daniel Castelo Podence,MID,Wolves,0,0,0,0,0,0,438,5,0,0,0,0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,710,0,1,0,0,0,0,0,55,FALSE,0,1
Jadon Sancho,MID,Man Utd,3.6,0,0,3,0,5.8,485,6,0,0,0.7,1,2021-08-14T11:30:00Z,15,10,0,0,0,0,1,0,683763,1,5,0,1,0,0,0,95,TRUE,0,1
Lukas Rupp,MID,Norwich,0,0,0,13,0,2.2,317,7,3,0,2.8,5.2,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,0,8058,3,0,21,2,0,0,0,45,TRUE,0,1
Curtis Jones,MID,Liverpool,0,0,0,0,0,0,244,7,0,0,0,0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,1989,3,0,0,0,0,0,0,50,FALSE,0,1
N'Golo Kanté,MID,Chelsea,1.5,0,0,0,0,0,130,3,0,0,0,0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,316399,0,3,0,0,0,0,0,50,TRUE,0,1
Josh Martin,MID,Norwich,0,0,0,0,0,0,330,7,0,0,0,0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,55,3,0,0,0,0,0,0,50,TRUE,0,1
Wilfred Ndidi,MID,Leicester,1.9,0,0,20,1,3.3,216,5,0,0,2,16.4,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,106828,0,1,0,3,0,0,0,50,TRUE,0,1
Nathan Redmond,MID,Southampton,2.1,0,0,4,0,1.4,336,4,0,0,0.6,2.6,2021-08-14T14:00:00Z,7,8,0,0,0,0,1,0,8313,1,3,2,1,0,0,0,60,FALSE,0,1
Ayotomiwa Dele-Bashiru,MID,Watford,0,0,0,0,0,0,394,12,0,0,0,0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,2957,0,2,0,0,-1078,0,1078,45,FALSE,0,2
James Ward-Prowse,MID,Southampton,1.5,0,0,13,0,20.8,341,19,1,0,5,15.6,2021-08-22T13:00:00Z,90,13,0,0,0,0,2,0,288544,1,1,14,2,-33424,10126,43550,65,TRUE,0,2
Bruno Miguel Borges Fernandes,MID,Man Utd,11,0,0,7,0,30.2,277,19,1,0,7.2,12.4,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,4305673,1,1,29,1,414059,436157,22098,121,FALSE,1,2
James McArthur,MID,Crystal Palace,3,0,0,13,1,1.6,148,13,0,0,2.6,15.6,2021-08-21T14:00:00Z,90,3,0,0,0,0,2,0,28495,0,0,9,3,4626,7674,3048,45,TRUE,0,2
Kwadwo Baah,MID,Watford,-0.5,0,0,0,0,0,405,12,0,0,0,0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,6994,0,2,0,0,-417,472,889,45,FALSE,0,2
Jairo Riedewald,MID,Crystal Palace,1.5,0,0,0,0,0,157,13,0,0,0,0,2021-08-21T14:00:00Z,0,3,0,0,0,0,2,0,3390,0,0,0,0,-62,443,505,50,TRUE,0,2
Alexis Mac Allister,MID,Brighton,6.5,0,0,5,1,36.3,74,12,0,0,9.1,16,2021-08-21T16:30:00Z,90,18,0,0,0,0,2,0,43643,0,2,39,3,11681,14725,3044,55,TRUE,0,2
Alireza Jahanbakhsh,MID,Brighton,0,0,0,0,0,0,66,12,0,0,0,0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,156,0,2,0,0,-46,0,46,55,TRUE,0,2
Jeffrey Schlupp,MID,Crystal Palace,2.5,0,0,10,1,11.2,155,13,0,0,1.7,6,2021-08-21T14:00:00Z,67,3,0,0,0,0,2,0,5332,0,0,0,3,-382,454,836,55,TRUE,0,2
Adama Traoré,MID,Wolves,1.5,0,0,15,0,58.7,435,17,1,0,15.1,27,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,0,85215,1,0,65,2,-2356,9369,11725,60,TRUE,0,2
Jorge Luiz Frello Filho,MID,Chelsea,3,0,0,16,1,16.2,123,18,0,0,2.9,12.4,2021-08-22T15:30:00Z,90,1,0,0,0,0,2,0,384379,2,0,0,3,-12021,37172,49193,60,FALSE,0,2
Diogo Jota,MID,Liverpool,9,0,0,25,1,24.8,240,15,0,1,10.7,45.2,2021-08-21T11:30:00Z,80,5,0,0,0,0,2,0,968642,0,2,37,8,77273,149876,72603,75,TRUE,0,2
Ilkay Gündogan,MID,Man City,3.5,0,0,12,1,38.8,250,16,0,0,4.9,2.4,2021-08-21T14:00:00Z,68,15,0,0,0,0,2,0,463271,0,5,8,2,-146086,33310,179396,74,TRUE,1,2
Declan Rice,MID,West Ham,4,1,1,34,0,32.9,421,20,1,0,7.7,42.8,2021-08-23T19:00:00Z,90,9,0,0,0,0,2,0,318784,1,4,1,6,-15458,22312,37770,50,TRUE,0,2
Juan Mata,MID,Man Utd,0.5,0,0,0,0,0,459,19,0,0,0,0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,4348,1,1,0,0,-618,262,880,50,FALSE,0,2
Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,0.5,0,0,0,0,0,192,14,0,0,0,0,2021-08-21T14:00:00Z,0,8,0,0,0,0,2,0,14801,2,2,0,0,-1829,806,2635,55,TRUE,0,2
Harvey Elliott,MID,Liverpool,3,0,0,13,1,39.2,506,15,0,0,8,11.2,2021-08-21T11:30:00Z,90,5,0,0,0,0,2,0,6776,0,2,30,3,-943,491,1434,55,TRUE,0,2
Mahmoud Ahmed Ibrahim Hassan,MID,Aston Villa,0,0,0,0,0,0,37,11,0,0,0,0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,836,0,2,0,0,-114,66,180,55,TRUE,0,2
Hamza Choudhury,MID,Leicester,0,0,0,0,0,0,214,20,0,0,0,0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,9804,1,4,0,0,-410,889,1299,45,FALSE,0,2
Juraj Kucka,MID,Watford,0.4,0,0,0,0,0,495,12,0,0,0,0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,3126,0,2,0,0,-399,229,628,55,FALSE,0,2
André Filipe Tavares Gomes,MID,Everton,0,0,0,0,0,0,172,14,0,0,0,0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,11412,2,2,0,0,-1295,1143,2438,50,FALSE,0,2
Luke Cundle,MID,Wolves,-0.5,0,0,0,0,0,547,17,0,0,0,0,2021-08-22T13:00:00Z,0,17,0,0,0,0,2,0,1564,1,0,0,0,455,668,213,45,TRUE,0,2
Adam Forshaw,MID,Leeds,0,0,0,0,0,0,552,14,0,0,0,0,2021-08-21T14:00:00Z,0,8,0,0,0,0,2,0,503,2,2,0,0,141,184,43,45,TRUE,0,2
Ainsley Maitland-Niles,MID,Arsenal,0,0,0,0,0,0,13,18,0,0,0,0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,6016,2,0,0,0,-1328,255,1583,55,TRUE,0,2
Jesse Lingard,MID,Man Utd,1,0,0,3,0,0.8,276,19,0,0,0.1,0.2,2021-08-22T13:00:00Z,4,16,0,0,0,0,2,0,101808,1,1,0,1,-48063,574,48637,70,FALSE,0,2
Billy Gilmour,MID,Norwich,0.5,0,0,15,0,4.4,145,16,5,0,1.3,9,2021-08-21T14:00:00Z,90,12,0,0,0,0,2,0,649449,0,5,0,2,11228,49012,37784,45,FALSE,0,2
Jaden Philogene-Bidace,MID,Aston Villa,1,0,0,0,0,0,497,11,0,0,0,0,2021-08-21T14:00:00Z,4,14,0,0,0,0,2,0,1482,0,2,0,1,-250,60,310,50,TRUE,0,2
Fernando Luiz Rosa,MID,Man City,2.5,0,0,0,0,0,453,16,0,0,0,0,2021-08-21T14:00:00Z,0,15,0,0,0,0,2,0,40019,0,5,0,0,4653,9830,5177,50,TRUE,0,2
Tariqe Fosu-Henry,MID,Brentford,-0.4,0,0,0,0,0,79,13,0,0,0,0,2021-08-21T14:00:00Z,0,7,0,0,0,0,2,0,6182,0,0,0,0,-2283,271,2554,54,FALSE,0,2
Thomas Partey,MID,Arsenal,0,0,0,0,0,0,15,18,0,0,0,0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,4141,2,0,0,0,-1306,161,1467,50,TRUE,0,2
Sean Longstaff,MID,Newcastle,0.5,0,0,4,0,1.5,309,11,1,0,0.4,2.4,2021-08-21T14:00:00Z,45,2,0,0,0,0,2,0,25284,0,2,0,1,-694,2200,2894,45,FALSE,0,2
Boubakary Soumaré,MID,Leicester,1,0,0,4,0,0.1,458,20,1,0,0.1,1,2021-08-23T19:00:00Z,9,19,0,0,0,0,2,0,7290,1,4,0,1,-973,332,1305,50,FALSE,0,2
Lucas Torreira,MID,Arsenal,0,0,0,0,0,0,18,18,0,0,0,0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,34649,2,0,0,0,-2279,3894,6173,45,TRUE,0,2
Nampalys Mendy,MID,Leicester,0,0,0,0,0,0,203,20,0,0,0,0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,34996,1,4,0,0,-2275,2273,4548,45,FALSE,0,2
Ryan Fraser,MID,Newcastle,0.5,0,0,2,0,0.3,298,11,0,0,0.2,0,2021-08-21T14:00:00Z,1,2,0,0,0,0,2,0,9289,0,2,4,1,-1354,391,1745,55,FALSE,0,2
Paul Pogba,MID,Man Utd,10.5,1,0,13,0,19.4,272,19,1,0,11.1,21.6,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,1114223,1,1,70,4,564447,602522,38075,76,FALSE,1,2
Bertrand Traoré,MID,Aston Villa,0,0,0,0,0,0,32,11,0,0,0,0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,111033,0,2,0,0,-37359,6219,43578,60,TRUE,0,2
Leandro Trossard,MID,Brighton,3,0,0,7,1,5,64,12,0,0,2.7,3,2021-08-21T16:30:00Z,71,18,0,0,0,0,2,0,79895,0,2,19,3,-12494,3281,15775,65,TRUE,0,2
Christian Nørgaard,MID,Brentford,4.5,0,0,6,1,3.9,77,13,0,0,1.2,7.6,2021-08-21T14:00:00Z,90,7,0,0,0,0,2,0,91042,0,0,0,2,48513,59866,11353,50,FALSE,1,2
Tommy Doyle,MID,Man City,2.5,0,0,0,0,0,566,16,0,0,0,0,2021-08-21T14:00:00Z,0,15,0,0,0,0,2,0,0,0,5,0,0,0,0,0,45,TRUE,0,2
Nemanja Matic,MID,Man Utd,2,0,0,12,0,2.6,271,19,1,0,3.6,14.4,2021-08-22T13:00:00Z,85,16,0,0,0,0,2,0,18966,1,1,19,2,-641,2447,3088,45,FALSE,0,2
Bernard Anício Caldeira Duarte,MID,Everton,0,0,0,0,0,0,167,14,0,0,0,0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,352,2,2,0,0,-114,0,114,55,FALSE,0,2
Kenny McLean,MID,Norwich,-1,0,0,9,0,0.1,318,16,3,0,0.8,7.4,2021-08-21T14:00:00Z,45,12,0,0,0,0,2,0,3356,0,5,0,1,-640,62,702,50,FALSE,0,2
Sadio Mané,MID,Liverpool,6.5,0,0,20,1,27.3,230,15,0,1,17,46.8,2021-08-21T11:30:00Z,90,5,0,0,0,0,2,0,274989,0,2,96,8,-56353,13308,69661,120,TRUE,0,2
Jakub Moder,MID,Brighton,3,0,0,3,0,0,75,12,0,0,0,0,2021-08-21T16:30:00Z,10,18,0,0,0,0,2,0,73312,0,2,0,1,34729,43772,9043,45,TRUE,0,2
Enock Mwepu,MID,Brighton,1,0,0,-2,0,1.1,462,12,0,0,0.3,0,2021-08-21T16:30:00Z,18,18,0,0,0,0,2,0,9111,0,2,3,0,-1855,282,2137,60,TRUE,1,2
Theo Walcott,MID,Southampton,1,0,0,3,0,0,332,19,0,0,0.8,4.2,2021-08-22T13:00:00Z,45,13,0,0,0,0,2,0,17822,1,1,4,1,-2116,743,2859,60,TRUE,0,2
Mateusz Klich,MID,Leeds,5.5,0,3,28,0,34.4,186,14,2,1,10.2,42.4,2021-08-21T14:00:00Z,59,8,0,0,0,0,2,0,33239,2,2,25,9,-1866,2513,4379,55,TRUE,0,2
Andriy Yarmolenko,MID,West Ham,1,0,0,4,0,1.1,412,20,0,0,0.2,1,2021-08-23T19:00:00Z,1,9,0,0,0,0,2,0,17623,1,4,0,1,-3301,903,4204,55,TRUE,0,2
Onel Hernández,MID,Norwich,-1.5,0,0,0,0,0,320,16,0,0,0,0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,4763,0,5,0,0,-786,214,1000,50,FALSE,0,2
Leander Dendoncker,MID,Wolves,0.5,0,0,4,0,0.6,434,17,0,0,0.8,3,2021-08-22T13:00:00Z,18,17,0,0,0,0,2,0,14385,1,0,4,1,-1521,538,2059,50,TRUE,0,2
Marcus Rashford,MID,Man Utd,0,0,0,0,0,0,281,19,0,0,0,0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,15818,1,1,0,0,-6489,276,6765,95,FALSE,0,2
Pascal Groß,MID,Brighton,6.5,1,0,27,1,57.6,55,12,0,0,10.8,29.8,2021-08-21T16:30:00Z,90,18,0,0,0,0,2,0,41958,0,2,21,6,1509,5663,4154,60,TRUE,0,2
John McGinn,MID,Aston Villa,5.5,0,0,14,1,40.6,35,11,0,0,5.6,10.2,2021-08-21T14:00:00Z,90,14,0,0,0,0,2,0,99747,0,2,5,3,16498,24903,8405,60,TRUE,0,2
Bukayo Saka,MID,Arsenal,1.5,0,0,8,0,16.5,22,18,2,0,3.5,9,2021-08-22T15:30:00Z,60,6,0,0,0,0,2,0,831796,2,0,9,2,-237110,17791,254901,64,TRUE,0,2
Takumi Minamino,MID,Liverpool,1,0,0,0,0,0,236,15,0,0,0,0,2021-08-21T11:30:00Z,0,5,0,0,0,0,2,0,8239,0,2,0,0,-2603,468,3071,54,TRUE,0,2
Marvelous Nakamba,MID,Aston Villa,1.5,0,0,0,0,0,41,11,0,0,0,0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,18812,0,2,0,0,4024,6425,2401,45,TRUE,0,2
Johann Berg Gudmundsson,MID,Burnley,0.5,0,0,4,0,23.5,108,15,2,0,2.8,4.2,2021-08-21T11:30:00Z,78,11,0,0,0,0,2,0,5372,0,2,0,2,-667,223,890,55,FALSE,0,2
Steven Alzate,MID,Brighton,1.5,0,0,0,0,0,73,12,0,0,0,0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,4272,0,2,0,0,22,675,653,50,TRUE,0,2
Nathaniel Chalobah,MID,Watford,0,0,0,0,0,0,385,12,0,0,0,0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,1356,0,2,0,0,-464,99,563,50,FALSE,0,2
Fabio Henrique Tavares,MID,Liverpool,0.4,0,0,0,0,0,232,15,0,0,0,0,2021-08-21T11:30:00Z,0,5,0,0,0,0,2,0,61205,0,2,0,0,-8702,6698,15400,55,TRUE,0,2
João Filipe Iria Santos Moutinho,MID,Wolves,1.5,0,0,15,0,41.6,426,17,1,0,5.5,10,2021-08-22T13:00:00Z,71,17,0,0,0,0,2,0,34854,1,0,3,2,-1397,3022,4419,50,TRUE,0,2
Jacob Murphy,MID,Newcastle,3.5,0,0,2,0,1.2,304,11,2,0,0.9,7.4,2021-08-21T14:00:00Z,90,2,0,0,0,0,2,0,24918,0,2,0,1,8967,12299,3332,50,FALSE,1,2
Mason Mount,MID,Chelsea,6,1,0,30,1,53.2,138,18,0,0,12,32.4,2021-08-22T15:30:00Z,81,1,0,0,0,0,2,0,1449753,2,0,34,6,-90187,70363,160550,75,FALSE,0,2
Yoane Wissa,MID,Brentford,0,0,0,3,0,0.1,524,13,0,0,0.1,1.2,2021-08-21T14:00:00Z,13,7,0,0,0,0,2,0,3961,0,0,0,1,-1142,324,1466,60,FALSE,0,2
Donny van de Beek,MID,Man Utd,0.5,0,0,0,0,0,282,19,0,0,0,0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,10076,1,1,0,0,-2665,524,3189,59,FALSE,0,2
Anwar El Ghazi,MID,Aston Villa,5.5,0,1,23,1,7.2,42,11,0,1,6.5,33.4,2021-08-21T14:00:00Z,90,14,0,0,0,0,2,0,75151,0,2,24,9,-12994,4106,17100,60,TRUE,0,2
Mohamed Elyounoussi,MID,Southampton,-0.5,0,0,0,0,0,517,19,0,0,0,0,2021-08-22T13:00:00Z,0,13,0,0,0,0,2,0,2246,1,1,0,0,-353,65,418,55,TRUE,0,2
Albert Sambi Lokonga,MID,Arsenal,1.5,0,0,5,0,7.9,478,18,2,0,0.9,0,2021-08-22T15:30:00Z,90,6,0,0,0,0,2,0,16263,2,0,1,1,-1308,1836,3144,50,TRUE,1,2
Kevin De Bruyne,MID,Man City,1.5,0,0,0,0,0,251,16,0,0,0,0,2021-08-21T14:00:00Z,0,15,0,0,0,0,2,0,193709,0,5,0,0,-10365,37597,47962,120,TRUE,0,2
Mohamed Salah,MID,Liverpool,11,0,0,5,1,26.1,233,15,0,0,11.1,6.4,2021-08-21T11:30:00Z,90,5,0,0,0,0,2,0,4181298,0,2,78,3,227931,258463,30532,126,TRUE,0,2
Raheem Sterling,MID,Man City,5.5,0,0,19,0,2.1,255,16,0,1,7,31.4,2021-08-21T14:00:00Z,29,15,0,0,0,0,2,0,214674,0,5,36,6,-21440,14750,36190,110,TRUE,0,2
