name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Luke Thomas,DEF,Leicester,2.2,0,1,29,1,5.7,219,5,0,0,3.1,25.4,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,14916,0,1,0,7,0,0,0,45,TRUE,0,1
Diego Llorente,DEF,Leeds,0,0,0,0,0,0,190,6,0,0,0,0,2021-08-14T11:30:00Z,0,13,0,0,0,0,1,0,8101,1,5,0,0,0,0,0,45,FALSE,0,1
Robin Koch,DEF,Leeds,1.2,0,0,14,0,0.3,194,6,5,0,1.5,14.4,2021-08-14T11:30:00Z,90,13,0,0,0,0,1,0,21640,1,5,0,0,0,0,0,45,FALSE,0,1
Nathan Ferguson,DEF,Crystal Palace,0,0,0,0,0,0,161,3,0,0,0,0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,331,0,3,0,0,0,0,0,45,FALSE,0,1
Neco Williams,DEF,Liverpool,2,0,0,0,0,0,246,7,0,0,0,0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,63346,3,0,0,0,0,0,0,40,FALSE,0,1
Ben Mee,DEF,Burnley,1.7,0,0,8,0,0.8,106,2,2,0,1.7,9.6,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,59668,2,1,7,1,0,0,0,50,TRUE,0,1
Pascal Struijk,DEF,Leeds,1.2,0,0,15,0,0,198,6,5,0,1.6,16.4,2021-08-14T11:30:00Z,90,13,0,0,0,0,1,0,29507,1,5,0,0,0,0,0,45,FALSE,0,1
Konstantinos Mavropanos,DEF,Arsenal,0,0,0,0,0,0,24,1,0,0,0,0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,99,0,2,0,0,0,0,0,45,FALSE,0,1
Serge Aurier,DEF,Spurs,1.7,0,0,0,0,0,358,10,0,0,0,0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,40214,0,1,0,0,0,0,0,50,TRUE,0,1
Marc Guéhi,DEF,Crystal Palace,1.2,0,0,14,0,11.9,477,3,3,0,2.8,13.8,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,0,21817,0,3,2,1,0,0,0,45,FALSE,0,1
Ethan Ampadu,DEF,Chelsea,2.2,0,0,0,0,0,139,3,0,0,0,0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,7410,0,3,0,0,0,0,0,45,TRUE,0,1
Benjamin Mendy,DEF,Man City,3.1,0,1,22,0,29.1,253,10,1,0,4.6,15.2,2021-08-15T15:30:00Z,78,17,0,0,0,0,1,0,57602,0,1,2,3,0,0,0,55,FALSE,0,1
Dominic Thompson,DEF,Brentford,0.7,0,0,0,0,0,498,1,0,0,0,0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,2758,0,2,0,0,0,0,0,45,TRUE,0,1
Issa Diop,DEF,West Ham,2.7,0,0,0,0,0,424,9,0,0,0,0,2021-08-15T13:00:00Z,0,14,0,0,0,0,1,0,30917,4,2,0,0,0,0,0,45,FALSE,0,1
Rico Henry,DEF,Brentford,0.7,0,0,22,1,1.3,83,1,0,0,1.7,13.2,2021-08-13T19:00:00Z,90,1,0,0,0,0,1,0,38378,0,2,2,6,0,0,0,45,TRUE,0,1
Frederik Alves,DEF,West Ham,2,0,0,0,0,0,521,9,0,0,0,0,2021-08-15T13:00:00Z,0,14,0,0,0,0,1,0,34822,4,2,0,0,0,0,0,40,FALSE,0,1
Cristian Romero,DEF,Spurs,1.3,0,0,3,0,0.2,494,10,0,0,0,0.2,2021-08-15T15:30:00Z,1,12,0,0,0,0,1,0,22135,0,1,0,1,0,0,0,50,TRUE,0,1
Joel Matip,DEF,Liverpool,3.2,0,0,25,1,3.8,224,7,0,0,3.3,7,2021-08-14T16:30:00Z,90,15,0,0,0,0,1,0,25704,3,0,22,6,0,0,0,50,FALSE,0,1
Virgil van Dijk,DEF,Liverpool,4.3,0,1,27,1,17.6,229,7,0,0,3.9,15.6,2021-08-14T16:30:00Z,90,15,0,0,0,0,1,0,736976,3,0,6,7,0,0,0,65,FALSE,0,1
Ben Wilmot,DEF,Watford,0,0,0,0,0,0,401,8,0,0,0,0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,64,2,3,0,0,0,0,0,45,TRUE,0,1
Max Aarons,DEF,Norwich,0.7,0,0,15,0,12.4,326,7,3,0,4.3,29.4,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,0,156882,3,0,1,1,0,0,0,45,TRUE,0,1
Antonio Rüdiger,DEF,Chelsea,3.1,0,0,22,1,3.4,127,3,0,0,1.8,14.6,2021-08-14T14:00:00Z,90,7,0,0,0,0,1,0,446404,0,3,0,6,0,0,0,55,TRUE,0,1
Jamaal Lascelles,DEF,Newcastle,0.7,0,0,0,0,0,299,9,0,0,0,0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,27048,4,2,0,0,0,0,0,45,TRUE,0,1
Mads Bech Sørensen,DEF,Brentford,0.7,0,0,3,0,0,90,1,0,0,0,0,2021-08-13T19:00:00Z,19,1,0,0,0,0,1,0,8201,0,2,0,1,0,0,0,45,TRUE,0,1
Malang Sarr,DEF,Chelsea,2.7,0,0,0,0,0,501,3,0,0,0,0,2021-08-14T14:00:00Z,0,7,0,0,0,0,1,0,3636,0,3,0,0,0,0,0,50,TRUE,0,1
Reece Hannam,DEF,Crystal Palace,0.5,0,0,0,0,0,540,3,0,0,0,0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,0,0,3,0,0,0,0,0,40,FALSE,0,1
Nathaniel Clyne,DEF,Crystal Palace,1.2,0,0,0,0,0,493,3,0,0,0,0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,7285,0,3,0,0,0,0,0,45,FALSE,0,1
Yerry Mina,DEF,Everton,2.2,0,0,3,0,0,175,4,0,0,0.2,2,2021-08-14T14:00:00Z,7,16,0,0,0,0,1,0,41893,1,3,0,1,0,0,0,50,TRUE,0,1
Nathan Collins,DEF,Burnley,1.2,0,0,0,0,0,451,2,0,0,0,0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,7002,2,1,0,0,0,0,0,45,TRUE,0,1
James Justin,DEF,Leicester,0,0,0,0,0,0,218,5,0,0,0,0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,2893,0,1,0,0,0,0,0,50,TRUE,0,1
Grant Hanley,DEF,Norwich,0.7,0,0,20,0,10.1,319,7,3,0,7,25.6,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,0,12650,3,0,34,1,0,0,0,45,TRUE,0,1
Emil Krafth,DEF,Newcastle,0.7,0,0,10,0,1.3,303,9,4,0,1.5,9.4,2021-08-15T13:00:00Z,84,19,0,0,0,0,1,0,4670,4,2,4,0,0,0,0,45,TRUE,0,1
Jarosław Jach,DEF,Crystal Palace,1.2,0,0,0,0,0,158,3,0,0,0,0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,3499,0,3,0,0,0,0,0,45,FALSE,0,1
Çaglar Söyüncü,DEF,Leicester,2.7,0,0,23,1,0.3,217,5,0,0,2.4,23.8,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,184568,0,1,0,6,0,0,0,50,TRUE,0,1
John Stones,DEF,Man City,3.1,0,0,0,0,0,252,10,0,0,0,0,2021-08-15T15:30:00Z,0,17,0,0,0,0,1,0,778503,0,1,0,0,0,0,0,55,FALSE,0,1
Pablo Marí,DEF,Arsenal,2.7,0,0,14,0,1.3,8,1,2,0,2.5,16.6,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,9359,0,2,7,1,0,0,0,45,FALSE,0,1
Ethan Pinnock,DEF,Brentford,0.7,1,2,32,1,11.1,91,1,0,0,4.8,36.8,2021-08-13T19:00:00Z,90,1,0,0,0,0,1,0,13971,0,2,0,11,0,0,0,45,TRUE,0,1
Davinson Sánchez,DEF,Spurs,1.2,0,0,21,1,0.3,367,10,0,0,2.5,18.8,2021-08-15T15:30:00Z,90,12,0,0,0,0,1,0,37061,0,1,6,5,0,0,0,45,TRUE,1,1
Jacob Sørensen,DEF,Norwich,0.7,0,0,0,0,0,327,7,0,0,0,0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,5315,3,0,0,0,0,0,0,45,TRUE,0,1
Jamal Lewis,DEF,Newcastle,0.7,0,0,0,0,0,311,9,0,0,0,0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,11767,4,2,0,0,0,0,0,45,TRUE,0,1
Winston Reid,DEF,West Ham,2,0,0,0,0,0,410,9,0,0,0,0,2021-08-15T13:00:00Z,0,14,0,0,0,0,1,0,125953,4,2,0,0,0,0,0,40,FALSE,0,1
Axel Tuanzebe,DEF,Aston Villa,2.2,0,0,0,0,0,283,8,0,0,0,0,2021-08-14T14:00:00Z,0,18,0,0,0,0,1,0,52507,2,3,0,0,0,0,0,45,FALSE,0,1
William Saliba,DEF,Arsenal,0,0,0,0,0,0,27,1,0,0,0,0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,385,0,2,0,0,0,0,0,45,FALSE,0,1
Kevin Long,DEF,Burnley,0,0,0,0,0,0,103,2,0,0,0,0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,12414,2,1,0,0,0,0,0,40,TRUE,0,1
Matt Doherty,DEF,Spurs,1.7,0,0,4,0,0.3,360,10,0,0,0.3,3,2021-08-15T15:30:00Z,7,12,0,0,0,0,1,0,50765,0,1,0,1,0,0,0,50,TRUE,0,1
Yan Valery,DEF,Southampton,1,0,0,0,0,0,546,4,0,0,0,0,2021-08-14T14:00:00Z,0,8,0,0,0,0,1,0,0,1,3,0,0,0,0,0,40,FALSE,0,1
Charlie Goode,DEF,Brentford,0,0,0,0,0,0,87,1,0,0,0,0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,90851,0,2,0,0,0,0,0,40,TRUE,0,1
Marcos Alonso,DEF,Chelsea,3.1,0,3,46,1,35.5,122,3,0,1,12.1,56,2021-08-14T14:00:00Z,85,7,0,0,0,0,1,0,101537,0,3,29,15,0,0,0,55,TRUE,0,1
Oleksandr Zinchenko,DEF,Man City,3.1,0,0,3,0,0.6,264,10,0,0,0.3,2.8,2021-08-15T15:30:00Z,11,17,0,0,0,0,1,0,104388,0,1,0,1,0,0,0,55,FALSE,0,1
Nathaniel Phillips,DEF,Liverpool,2.7,0,0,0,0,0,241,7,0,0,0,0,2021-08-14T16:30:00Z,0,15,0,0,0,0,1,0,23686,3,0,0,0,0,0,0,45,FALSE,0,1
Phil Bardsley,DEF,Burnley,0.5,0,0,0,0,0,99,2,0,0,0,0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,56223,2,1,0,0,0,0,0,40,TRUE,0,1
Matthew Cash,DEF,Aston Villa,2.7,0,0,21,0,13.7,44,8,3,0,3,14.8,2021-08-14T14:00:00Z,90,18,0,0,0,0,1,0,126813,2,3,1,1,0,0,0,50,FALSE,0,1
Jarrad Branthwaite,DEF,Everton,1,0,0,0,0,0,544,4,0,0,0,0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,0,1,3,0,0,0,0,0,40,TRUE,0,1
Joel Ward,DEF,Crystal Palace,1.2,0,0,15,0,1.3,474,3,3,0,2.5,23.8,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,0,15214,0,3,0,1,0,0,0,45,FALSE,0,1
Vladimir Coufal,DEF,West Ham,3.2,0,0,18,0,23.9,418,9,2,0,5,20.4,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,932002,4,2,6,1,0,0,0,50,FALSE,0,1
Ben Johnson,DEF,West Ham,2,0,0,4,0,0.1,425,9,0,0,0.1,1,2021-08-15T13:00:00Z,1,14,0,0,0,0,1,0,169647,4,2,0,1,0,0,0,40,FALSE,0,1
Toby Alderweireld,DEF,Spurs,0,0,0,0,0,0,355,10,0,0,0,0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,3820,0,1,0,0,0,0,0,50,TRUE,0,1
Tino Livramento,DEF,Southampton,1,0,0,12,0,10.2,491,4,3,0,3.5,23,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,0,114247,1,3,2,1,0,0,0,40,FALSE,0,1
Charlie Taylor,DEF,Burnley,1.2,0,0,13,0,15.6,113,2,2,0,3.2,14.4,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,41905,2,1,2,1,0,0,0,45,TRUE,0,1
Mason Holgate,DEF,Everton,1.7,0,0,13,0,0.2,178,4,1,0,2,19.6,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,54382,1,3,0,2,0,0,0,45,TRUE,0,1
Jack Stephens,DEF,Southampton,1.7,0,0,6,0,0.5,338,4,3,0,1.3,10,2021-08-14T14:00:00Z,90,8,0,0,0,0,1,0,7152,1,3,2,1,0,0,0,45,FALSE,0,1
Nélson Cabral Semedo,DEF,Wolves,1.7,0,0,0,0,0,437,5,0,0,0,0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,117436,0,1,0,0,0,0,0,50,FALSE,0,1
Romain Saïss,DEF,Wolves,1.7,0,0,15,0,11.5,431,5,1,0,3.3,17.6,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,40940,0,1,4,2,0,0,0,50,FALSE,0,1
Ben Gibson,DEF,Norwich,0.7,0,0,15,0,0.6,456,7,3,0,8.4,32.4,2021-08-14T16:30:00Z,90,11,0,0,0,0,1,0,6190,3,0,51,1,0,0,0,45,TRUE,0,1
Fernando Marçal,DEF,Wolves,1.2,0,0,10,0,24.6,432,5,1,0,4,13.2,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,5788,0,1,2,1,0,0,0,45,FALSE,1,1
Alex Nicolao Telles,DEF,Man Utd,0,0,0,0,0,0,279,6,0,0,0,0,2021-08-14T11:30:00Z,0,10,0,0,0,0,1,0,1436,1,5,0,0,0,0,0,50,TRUE,0,1
Harry Maguire,DEF,Man Utd,3.1,0,0,12,0,0.9,273,6,1,0,1.5,10,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,842854,1,5,4,2,0,0,0,55,TRUE,0,1
Max Kilman,DEF,Wolves,1.2,0,0,17,0,1.4,439,5,1,0,7.9,24.6,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,11773,0,1,53,2,0,0,0,45,FALSE,0,1
Kieran Tierney,DEF,Arsenal,3.2,0,0,17,0,87,16,1,2,0,15.5,26.8,2021-08-13T19:00:00Z,90,3,0,0,0,0,1,0,540892,0,2,41,1,0,0,0,50,FALSE,0,1
Adam Webster,DEF,Brighton,2.2,0,0,11,0,2.8,61,2,1,0,2.6,23.6,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,0,38441,2,1,0,2,0,0,0,45,FALSE,0,1
Matthew Pollock,DEF,Watford,0.5,0,0,0,0,0,454,8,0,0,0,0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,58021,2,3,0,0,0,0,0,40,TRUE,0,1
Ki-Jana Hoever,DEF,Wolves,0.5,0,0,6,0,16.7,443,5,1,0,3.6,13.6,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,134452,0,1,6,1,0,0,0,40,FALSE,1,1
Aaron Wan-Bissaka,DEF,Man Utd,3.1,0,0,8,0,2.3,288,6,1,0,0.9,4.8,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,704348,1,5,2,2,0,0,0,55,TRUE,0,1
Joël Veltman,DEF,Brighton,2.2,0,0,0,0,0,62,2,0,0,0,0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,271608,2,1,0,0,0,0,0,45,FALSE,0,1
Ben Godfrey,DEF,Everton,2.2,0,0,0,0,0,179,4,0,0,0,0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,73737,1,3,0,0,0,0,0,50,TRUE,0,1
Lewis Dunk,DEF,Brighton,2.7,0,0,14,0,0.7,59,2,1,0,2,19.6,2021-08-14T14:00:00Z,90,5,0,0,0,0,1,0,437885,2,1,0,2,0,0,0,50,FALSE,0,1
Kyle Walker,DEF,Man City,3.1,0,0,0,0,0,249,10,0,0,0,0,2021-08-15T15:30:00Z,0,17,0,0,0,0,1,0,371353,0,1,0,0,0,0,0,55,FALSE,0,1
Marc Navarro,DEF,Watford,0.5,0,0,0,0,0,398,8,0,0,0,0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,53117,2,3,0,0,0,0,0,40,TRUE,0,1
Japhet Tanganga,DEF,Spurs,1.2,0,0,20,1,5.7,371,10,0,0,2.2,13.8,2021-08-15T15:30:00Z,82,12,0,0,0,0,1,0,11654,0,1,2,6,0,0,0,45,TRUE,0,1
Tariq Lamptey,DEF,Brighton,0,0,0,0,0,0,71,2,0,0,0,0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,41209,2,1,0,0,0,0,0,45,FALSE,0,1
Héctor Junior Firpo Adames,DEF,Leeds,1.7,0,0,4,0,0.8,463,6,4,0,0.5,3.8,2021-08-14T11:30:00Z,45,13,0,0,0,0,1,0,61450,1,5,0,-1,0,0,0,50,FALSE,0,1
Trent Alexander-Arnold,DEF,Liverpool,5,0,0,24,1,48.6,237,7,0,0,7.1,18.4,2021-08-14T16:30:00Z,90,15,0,0,0,0,1,0,2245431,3,0,4,6,0,0,0,75,FALSE,0,1
Ricardo Domingos Barbosa Pereira,DEF,Leicester,3.1,1,3,34,1,17.5,207,5,0,0,5.1,33.2,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,150617,0,1,0,12,0,0,0,55,TRUE,0,1
James Tarkowski,DEF,Burnley,1.7,0,0,13,0,0.6,98,2,2,1,9.4,49,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,92401,2,1,44,6,0,0,0,50,TRUE,1,1
Cheikhou Kouyaté,DEF,Crystal Palace,1.2,0,0,16,0,0.6,150,3,3,0,1.7,16.4,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,0,30144,0,3,0,1,0,0,0,45,FALSE,0,1
Kristoffer Ajer,DEF,Brentford,0.7,0,0,23,1,11.2,483,1,0,0,2.3,8.2,2021-08-13T19:00:00Z,70,1,0,0,0,0,1,0,35174,0,2,4,6,0,0,0,45,TRUE,0,1
Matthew Lowton,DEF,Burnley,1.2,0,0,10,0,15.9,110,2,2,0,2.9,12.8,2021-08-14T14:00:00Z,90,4,0,0,0,0,1,0,181765,2,1,0,1,0,0,0,45,TRUE,0,1
Rúben Santos Gato Alves Dias,DEF,Man City,3.4,0,0,14,0,1,262,10,1,0,2.3,19.8,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,0,1704318,0,1,2,2,0,0,0,60,FALSE,0,1
William Troost-Ekong,DEF,Watford,1.2,0,0,11,0,0,387,8,2,0,0.8,7.8,2021-08-14T14:00:00Z,90,2,0,0,0,0,1,0,7659,2,3,0,1,0,0,0,45,TRUE,0,1
Conor Coady,DEF,Wolves,1.2,0,0,15,0,0,429,5,1,0,1.1,11.2,2021-08-14T14:00:00Z,90,9,0,0,0,0,1,0,493790,0,1,0,2,0,0,0,45,FALSE,0,1
Craig Cathcart,DEF,Watford,1.2,0,0,6,0,0.8,379,8,2,0,1.3,11.8,2021-08-14T14:00:00Z,90,2,0,0,0,0,1,0,10383,2,3,0,1,0,0,0,45,TRUE,0,1
Gabriel Magalhães,DEF,Arsenal,0,0,0,0,0,0,23,1,0,0,0,0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,6701,0,2,0,0,0,0,0,50,FALSE,0,1
Francisco Sierralta,DEF,Watford,1.2,0,0,0,0,0,396,8,0,0,0,0,2021-08-14T14:00:00Z,0,2,0,0,0,0,1,0,13068,2,3,0,0,0,0,0,45,TRUE,0,1
Calum Chambers,DEF,Arsenal,2.7,0,0,14,0,16.8,10,1,2,0,4.2,13.2,2021-08-13T19:00:00Z,80,3,0,0,0,0,1,0,26222,0,2,12,1,0,0,0,45,FALSE,0,1
Jonathan Castro Otto,DEF,Wolves,0,0,0,0,0,0,433,5,0,0,0,0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,408,0,1,0,0,0,0,0,45,FALSE,0,1
James Tomkins,DEF,Crystal Palace,1.2,0,0,0,0,0,147,3,0,0,0,0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,9200,0,3,0,0,0,0,0,45,FALSE,0,1
Ezri Konsa Ngoyo,DEF,Aston Villa,2.7,0,0,15,0,1.3,45,8,3,0,2.3,19.6,2021-08-14T14:00:00Z,90,18,0,0,0,0,1,0,75220,2,3,2,1,0,0,0,50,FALSE,0,1
Christian Marques,DEF,Wolves,0.5,0,0,0,0,0,549,5,0,0,0,0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,40,FALSE,0,1
Nathan Aké,DEF,Man City,2.7,0,0,15,0,0.3,258,10,1,0,2.8,23.8,2021-08-15T15:30:00Z,90,17,0,0,0,0,1,0,22462,0,1,4,2,0,0,0,50,FALSE,0,1
Jonjoe Kenny,DEF,Everton,1.7,0,0,0,0,0,502,4,0,0,0,0,2021-08-14T14:00:00Z,0,16,0,0,0,0,1,0,4273,1,3,0,0,0,0,0,45,TRUE,0,1
Angelo Ogbonna,DEF,West Ham,1.6,0,0,18,0,0.9,409,9,2,0,1.3,12,2021-08-15T13:00:00Z,90,14,0,0,0,0,1,0,9668,4,2,0,1,0,0,0,50,FALSE,0,1
Rob Holding,DEF,Arsenal,2.7,0,0,0,0,0,14,1,0,0,0,0,2021-08-13T19:00:00Z,0,3,0,0,0,0,1,0,154190,0,2,0,0,0,0,0,45,FALSE,0,1
Seamus Coleman,DEF,Everton,2.2,0,0,10,0,16.6,165,4,1,0,3.7,20.6,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,41053,1,3,0,2,0,0,0,50,TRUE,0,1
Sergio Reguilón,DEF,Spurs,1.7,0,1,22,1,25.3,370,10,0,0,3.8,10.4,2021-08-15T15:30:00Z,90,12,0,0,0,0,1,0,188039,0,1,2,7,0,0,0,50,TRUE,0,1
Timothy Castagne,DEF,Leicester,2.3,0,0,0,0,0,209,5,0,0,0,0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,83726,0,1,0,0,0,0,0,55,TRUE,0,1
Joachim Andersen,DEF,Crystal Palace,1.2,0,0,9,0,0.3,488,3,1,0,1,7.4,2021-08-14T14:00:00Z,33,6,0,0,0,0,1,0,33665,0,3,2,1,0,0,0,45,FALSE,0,1
Yerson Mosquera Valdelamar,DEF,Wolves,0.3,0,0,0,0,0,446,5,0,0,0,0,2021-08-14T14:00:00Z,0,9,0,0,0,0,1,0,2407,0,1,0,0,0,0,0,45,FALSE,0,1
Tyrick Mitchell,DEF,Crystal Palace,1.2,0,0,5,0,1.9,162,3,3,0,0.6,4,2021-08-14T14:00:00Z,90,6,0,0,0,0,1,0,44446,0,3,0,1,0,0,0,45,FALSE,0,1
Andreas Christensen,DEF,Chelsea,2.7,0,1,27,1,1.3,133,3,0,0,2,18.6,2021-08-14T14:00:00Z,90,7,0,0,0,0,1,0,51896,0,3,0,7,0,0,0,50,TRUE,0,1
Victor Lindelöf,DEF,Man Utd,2.7,1,0,23,0,13.4,284,6,1,0,4.4,30.2,2021-08-14T11:30:00Z,90,10,0,0,0,0,1,0,38513,1,5,0,5,0,0,0,50,TRUE,0,1
Jannik Vestergaard,DEF,Leicester,2.7,0,0,3,0,0.1,340,5,0,0,0.4,3.6,2021-08-14T14:00:00Z,28,20,0,0,0,0,1,0,97933,0,1,0,1,0,0,0,50,TRUE,0,1
Javier Manquillo,DEF,Newcastle,0,0,0,0,0,0,302,9,0,0,0,0,2021-08-15T13:00:00Z,0,19,0,0,0,0,1,0,688449,4,2,0,0,0,0,0,40,TRUE,0,1
Romain Perraud,DEF,Southampton,2.2,0,0,7,0,11.5,460,4,3,0,1.9,7.6,2021-08-14T14:00:00Z,82,8,0,0,0,0,1,0,7538,1,3,0,1,0,0,0,50,FALSE,0,1
Ben Davies,DEF,Spurs,1.2,0,0,0,0,0,364,10,0,0,0,0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,18832,0,1,0,0,0,0,0,45,TRUE,0,1
Martin Kelly,DEF,Crystal Palace,0.5,0,0,0,0,0,151,3,0,0,0,0,2021-08-14T14:00:00Z,0,6,0,0,0,0,1,0,80769,0,3,0,0,0,0,0,40,FALSE,0,1
Bernardo Fernandes Da Silva Junior,DEF,Brighton,0,0,0,0,0,0,68,2,0,0,0,0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,1037,2,1,0,0,0,0,0,40,FALSE,0,1
Luke Ayling,DEF,Leeds,1.2,0,0,23,0,4.8,185,6,5,1,7,52.4,2021-08-14T11:30:00Z,90,13,0,0,0,0,1,0,787277,1,5,13,6,0,0,0,45,FALSE,0,1
Mads Roerslev Rasmussen,DEF,Brentford,0.7,0,0,0,0,0,89,1,0,0,0,0,2021-08-13T19:00:00Z,0,1,0,0,0,0,1,0,6247,0,2,0,0,0,0,0,45,TRUE,0,1
Jonny Evans,DEF,Leicester,0,0,0,0,0,0,201,5,0,0,0,0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,17182,0,1,0,0,0,0,0,55,TRUE,0,1
Joe Rodon,DEF,Spurs,1.2,0,0,0,0,0,374,10,0,0,0,0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,8844,0,1,0,0,0,0,0,45,TRUE,0,1
Erik Pieters,DEF,Burnley,1.2,0,0,0,0,0,100,2,0,0,0,0,2021-08-14T14:00:00Z,0,4,0,0,0,0,1,0,13554,2,1,0,0,0,0,0,45,TRUE,0,1
Michael Keane,DEF,Everton,2.2,0,0,9,0,10.9,169,4,1,0,4.7,15.6,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,203108,1,3,20,2,0,0,0,50,TRUE,0,1
Adam Masina,DEF,Watford,1.2,0,0,8,0,0.3,390,8,2,0,0.8,7.2,2021-08-14T14:00:00Z,90,2,0,0,0,0,1,0,7697,2,3,0,1,0,0,0,45,TRUE,0,1
Ryan Sessegnon,DEF,Spurs,1.2,0,0,0,0,0,368,10,0,0,0,0,2021-08-15T15:30:00Z,0,12,0,0,0,0,1,0,10883,0,1,0,0,0,0,0,45,TRUE,0,1
Daniel Amartey,DEF,Leicester,1.5,0,0,27,1,0.8,208,5,0,0,1.6,15.4,2021-08-14T14:00:00Z,90,20,0,0,0,0,1,0,985291,0,1,0,6,0,0,0,40,TRUE,0,1
César Azpilicueta,DEF,Chelsea,3.4,0,0,25,1,8.6,119,3,0,0,2.5,10.4,2021-08-14T14:00:00Z,66,7,0,0,0,0,1,0,254999,0,3,6,6,0,0,0,60,TRUE,0,1
Dan Burn,DEF,Brighton,0,0,0,0,0,0,58,2,0,0,0,0,2021-08-14T14:00:00Z,0,5,0,0,0,0,1,0,3067,2,1,0,0,0,0,0,45,FALSE,0,1
Andrew Omobamidele,DEF,Norwich,0,0,0,0,0,0,331,7,0,0,0,0,2021-08-14T16:30:00Z,0,11,0,0,0,0,1,0,111756,3,0,0,0,0,0,0,40,TRUE,0,1
Ryan Bertrand,DEF,Leicester,2.7,0,0,0,0,0,473,5,0,0,0,0,2021-08-14T14:00:00Z,0,20,0,0,0,0,1,0,144893,0,1,0,0,0,0,0,50,TRUE,0,1
Lucas Digne,DEF,Everton,2.6,0,0,9,0,25.9,168,4,1,0,4.5,8.2,2021-08-14T14:00:00Z,90,16,0,0,0,0,1,0,1292519,1,3,11,2,0,0,0,55,TRUE,0,1
