assists,bonus,bps,clean_sheets,corners_and_indirect_freekicks_order,creativity,creativity_rank,direct_freekicks_order,dreamteam_count,first_name,second_name,element_type,goals_scored,ict_index,ict_index_rank,id,influence,influence_rank,minutes,penalties_missed,penalties_order,points_per_game,red_cards,saves,selected_by_percent,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_out,yellow_cards,prices
0,0,0,0,0,0,513,0,0,Harry,Lewis,GK,0,0,545,625,0,536,0,0,0,0,0,0,0,16,20,0,490,24,0,4560,2909,0,4
0,0,0,0,0,0,534,0,0,Harry,Tyrer,GK,0,0,564,682,0,555,0,0,0,0,0,0,0,7,11,0,511,32,0,730,477,0,4
0,13,702,12,0,0,709,0,0,Hugo,Lloris,GK,0,86.7,186,383,868,12,3420,0,0,3.9,0,114,6.6,17,6,0,709,79,149,887132,841198,0,5.5
0,20,774,11,0,10,423,0,5,Illan,Meslier,GK,0,103.7,134,213,1026,7,3150,0,0,4.4,0,140,8.5,10,2,0,682,69,154,1239460,712000,0,5
0,0,14,0,0,0,609,0,0,Jack,Butland,GK,0,1.7,483,586,16.6,462,90,0,0,2,0,3,0.1,6,31,0,595,60,2,6127,5182,0,4
0,0,0,0,0,0,545,0,0,Jakub,Ojrzynski,GK,0,0,575,678,0,566,0,0,0,0,0,0,0,11,14,0,522,35,0,434,310,0,4
0,0,0,0,0,0,527,0,0,James,Trafford,GK,0,0,557,595,0,548,0,0,0,0,0,0,0.1,12,43,0,504,30,0,13327,11077,0,4
0,0,0,0,0,0,489,0,0,Jason,Steele,GK,0,0,523,528,0,514,0,0,0,0,0,0,0.8,3,36,0,463,10,0,115580,72167,0,4
0,0,0,0,0,0,491,0,0,Jed,Steer,GK,0,0,524,32,0,515,0,0,0,0,0,0,4.4,2,7,0,465,12,0,418448,447236,0,4
0,0,10,0,0,0,575,0,0,Joao,Virginia,GK,0,2.5,467,167,25,447,47,0,0,2,0,3,0.1,7,11,0,556,51,2,3157,6085,0,4
0,0,0,0,0,0,550,0,0,Joe,Hart,GK,0,0,578,482,0,569,0,0,0,0,0,0,0.6,17,6,0,530,37,0,15535,49860,0,4
0,0,19,0,0,0,553,0,0,John,Ruddy,GK,0,2.5,466,453,25.4,446,91,0,0,2,0,3,0.2,20,39,0,534,39,4,7709,18575,0,4
0,0,0,0,0,0,557,0,0,Jonas,Lossl,GK,0,0,582,151,0,574,0,0,0,0,0,0,0.1,7,11,0,538,42,0,3190,10581,0,4
0,8,570,10,0,10.1,419,0,2,Jordan,Pickford,GK,0,70.9,230,157,698.4,47,2742,0,0,3.7,0,89,5.3,7,11,0,675,68,114,759940,905018,1,5
0,0,0,0,0,0,514,0,0,Kamil,Miazek,GK,0,0,546,208,0,537,0,0,0,0,0,0,0.8,10,2,0,491,25,0,22749,121038,0,4
0,6,450,4,0,0,691,0,0,Karl,Darlow,GK,0,68.3,238,325,682.4,55,2250,0,0,3.2,0,88,1.1,14,4,0,687,71,80,360613,346492,3,4.5
0,0,0,0,0,0,526,0,0,Karlo,Ziger,GK,0,0,556,593,0,547,0,0,0,0,0,0,0.6,5,8,0,503,29,0,82437,47471,0,4
0,6,631,11,0,0,705,0,3,Kasper,Schmeichel,GK,0,76.9,213,217,769,29,3420,0,0,3.4,0,88,9.6,9,13,0,705,78,128,729252,1038585,0,5
0,5,117,2,0,0,664,0,0,Kepa,Arrizabalaga,GK,0,11.3,415,112,113.6,362,585,0,0,3.7,0,16,0.6,5,8,0,655,65,26,54730,178834,1,5
0,0,0,0,0,0,503,0,0,Lee,Grant,GK,0,0,536,604,0,527,0,0,0,0,0,0,0.1,13,1,0,479,15,0,9246,7148,0,4
0,0,0,0,0,0,528,0,0,Liam,Hughes,GK,0,0,558,677,0,549,0,0,0,0,0,0,0,11,14,0,505,31,0,363,264,0,4
0,11,634,10,0,0,692,0,1,Lukasz,Fabianski,GK,0,74.4,221,431,745.2,37,3150,0,0,3.8,0,102,3.2,19,21,0,689,72,133,624641,560165,2,5
0,0,0,0,0,0,562,0,0,Mark,Gillespie,GK,0,0,587,488,0,579,0,0,0,0,0,0,0.1,14,4,0,543,44,0,3775,6831,0,4
0,6,255,3,0,0,677,0,0,Martin,Dubravka,GK,0,34.6,342,326,346.8,218,1170,0,0,3.7,0,45,0.6,14,4,0,670,67,48,70342,52085,0,4.5
0,0,216,3,0,10.7,418,0,0,Mathew,Ryan,GK,0,20.6,383,70,193.6,293,1260,0,0,2.6,0,24,5.6,1,3,2,440,4,37,514455,1323942,1,4
0,0,0,0,0,0,592,0,0,Matija,Sarkic,GK,0,0,612,472,0,604,0,0,0,0,0,0,0.1,20,39,0,574,55,0,979,8042,0,4
0,0,0,0,0,0,509,0,0,Matt,Macey,GK,0,0,541,527,0,532,0,0,0,0,0,0,0.9,1,3,0,485,21,0,171821,152715,0,4
0,0,0,0,0,0,524,0,0,Nathan,Bishop,GK,0,0,554,686,0,545,0,0,0,0,0,0,0,13,1,0,501,28,0,573,329,0,4
0,0,0,0,0,0,519,0,0,Nathan,Trott,GK,0,0,550,674,0,541,0,0,0,0,0,0,0,19,21,0,496,27,0,987,595,0,4
0,20,652,11,0,20,391,0,2,Nick,Pope,GK,0,86.8,184,96,846.6,14,2880,0,0,4.5,0,114,9.6,4,90,2,449,6,144,1059364,1505364,1,5.5
0,0,0,0,0,0,507,0,0,Orjan,Nyland,GK,0,0,539,35,0,530,0,0,0,0,0,0,3.3,2,7,0,483,19,0,145134,953664,0,4
0,0,0,0,0,0,565,0,0,Paulo,Gazzaniga,GK,0,0,590,393,0,582,0,0,0,0,0,0,0.2,17,6,0,546,47,0,4988,21170,0,4
0,8,514,10,0,10,421,0,3,Robert,Sanchez,GK,0,55.8,269,597,542.2,102,2430,0,0,3.7,0,66,3.4,3,36,4,432,2,101,490686,236845,2,4.5
0,0,0,0,0,0,606,0,0,Roberto,Jimenez Gago,GK,0,0,626,433,0,620,0,0,0,0,0,0,0,19,21,0,592,58,0,415,1012,0,4
0,3,119,2,0,0,610,0,0,Robin,Olsen,GK,0,16.7,398,573,166.4,324,630,0,0,3.6,0,21,0.1,7,11,0,596,61,25,21704,17935,1,4
0,12,626,10,0,0,702,0,0,Rui Pedro,dos Santos Patricio,GK,0,76.1,215,455,763.6,30,3330,0,0,3.6,0,100,4.6,20,39,0,701,74,132,537130,677271,1,5
0,0,8,0,0,0,588,0,0,Runar Alex,Runarsson,GK,0,1.7,482,547,16.6,461,15,0,0,1,0,2,0.1,1,3,0,570,53,1,5725,5378,0,4
0,1,27,0,0,0,486,0,0,Scott,Carson,GK,0,3.7,454,608,37.4,429,90,0,0,7,0,2,0.4,12,43,0,459,7,7,43762,15725,0,4
0,0,0,0,0,0,687,0,0,Sergio,Romero,GK,0,0,696,289,0,693,0,0,0,0,0,0,0.1,13,1,0,683,70,0,509,8247,0,4
0,0,0,0,0,0,506,0,0,Stephen,Henderson,GK,0,0,538,578,0,529,0,0,0,0,0,0,0.4,6,31,0,482,18,0,62283,39727,0,4
0,0,0,0,0,0,495,0,0,Thomas,McGill,GK,0,0,528,662,0,519,0,0,0,0,0,0,0.3,3,36,0,470,13,0,42279,17991,0,4
0,0,0,0,0,0,604,0,0,Tom,Heaton,GK,0,0,624,28,0,618,0,0,0,0,0,0,0.1,2,7,0,590,56,0,6442,7642,0,4
0,15,639,8,0,0,675,0,4,Vicente,Guaita,GK,0,82.2,198,128,819.4,17,3330,0,0,3.4,0,107,3.6,6,31,0,668,66,124,611546,565965,2,4.5
0,0,0,0,0,0,554,0,0,Wayne,Hennessey,GK,0,0,580,126,0,572,0,0,0,0,0,0,0.3,6,31,0,535,40,0,8349,47653,0,4
0,0,20,0,0,10,420,0,0,Will,Norris,GK,0,2.6,465,583,15.2,465,180,0,0,1.5,0,2,0.1,4,90,0,487,22,3,21337,13662,0,4
0,0,7,0,0,0,659,0,0,Willy,Caballero,GK,0,0.4,499,101,4.2,484,90,0,0,1,0,0,0.2,5,8,0,649,63,1,6060,22411,0,4
0,0,8,0,0,0,589,0,0,Zack,Steffen,GK,0,1,490,538,9.6,476,90,0,0,2,0,1,0.1,12,43,0,571,54,2,26049,24110,0,4
0,0,0,0,0,0,694,0,0,Aaron,Mooy,MID,0,0,702,60,0,699,0,0,0,0,0,0,0,3,36,0,692,286,0,9990,11304,0,4
3,2,421,9,0,319.4,125,0,2,Abdoulaye,Doucoure,MID,2,102.1,141,512,433.8,173,2443,0,0,2.8,0,0,0.6,7,11,267,153,90,80,151809,282299,6,5.5
0,0,0,0,0,0,679,0,0,Adam,Forshaw,MID,0,0,688,199,0,685,0,0,0,0,0,0,0,10,2,0,672,280,0,856,2338,0,4
1,2,265,5,5,355.7,105,0,0,Adam,Lallana,MID,1,91,168,54,255.2,262,1584,0,0,1.9,0,0,0.3,3,36,302,131,76,58,44560,110942,0,5.5
4,5,359,7,0,751,23,0,0,Adama,Traore,MID,2,187.2,42,465,475.4,149,2640,0,0,2.5,0,0,5.3,20,39,645,54,32,94,463234,1443205,4,6
0,0,0,0,0,0,638,0,0,Adrian,Bernabe,MID,0,0,653,537,0,649,0,0,0,0,0,0,0,12,43,0,628,258,0,1505,1574,0,4
0,0,0,0,0,0,584,0,0,Adrien,Silva,MID,0,0,607,220,0,599,0,0,0,0,0,0,0.2,9,13,0,566,216,0,8544,45856,0,4
3,1,256,5,0,263.1,157,0,1,Alex,Iwobi,MID,1,76,216,159,262.6,256,1530,0,0,2.2,0,0,0.2,7,11,233,169,93,65,38211,44448,0,6
1,0,58,0,0,32.9,362,0,0,Alex,Oxlade-Chamberlain,MID,1,17.1,397,248,70.8,400,243,0,0,1.6,0,0,0.1,11,14,68,327,164,21,6645,7703,0,6
0,0,-4,0,0,0.3,476,0,0,Alexandre,Jankewitz,MID,0,0.5,495,643,4.4,483,2,0,0,-0.5,1,0,0,16,20,0,627,257,-1,1387,890,0,4
1,3,148,5,4,210.6,185,4,0,Alexis,Mac Allister,MID,1,61.5,259,80,170.6,315,1108,0,0,2.3,0,0,0,3,36,235,166,92,48,5004,7879,1,5.5
0,0,0,0,0,0,602,0,0,Alfie,Devine,MID,0,0,622,650,0,616,0,0,0,0,0,0,0,17,6,0,588,231,0,1662,1160,0,4
1,0,102,1,0,162.8,214,0,0,Alireza,Jahanbakhsh,MID,0,45.5,303,71,73.2,397,520,0,0,1.1,0,0,0,3,36,221,176,96,24,2689,5347,3,5.5
0,0,290,7,0,233.3,179,0,0,Allan,Marques Loureiro,MID,0,64.4,253,502,366.6,202,2050,0,0,2,0,0,0.6,7,11,42,362,173,47,84109,169712,6,4.5
5,5,278,7,0,394.2,89,0,1,Allan,Saint-Maximin,MID,3,118.9,102,338,376,196,1554,0,0,3.4,0,0,3.1,14,4,418,88,51,85,474911,1694463,0,6.5
1,0,34,0,0,31.2,366,0,0,Amad,Diallo,MID,0,7.8,428,640,38,428,165,0,0,2.7,0,0,0,13,1,9,416,194,8,6790,3540,0,4
1,0,224,5,4,244.5,168,0,0,Andre Filipe,Tavares Gomes,MID,0,53,281,158,189,297,1559,0,0,1.7,0,0,0.2,7,11,103,281,139,48,25681,45090,3,5
0,0,0,0,0,0,684,0,0,Andreas,Pereira,MID,0,0,693,304,0,690,0,0,0,0,0,0,0,13,1,0,678,282,0,967,5568,0,4
1,0,47,1,3,80.3,306,0,0,Andriy,Yarmolenko,MID,0,23.5,370,436,50.6,419,362,0,0,1.1,0,0,0.1,19,21,106,278,138,17,4844,17871,3,5.5
5,8,378,7,2,694.6,28,4,0,Andros,Townsend,MID,1,152.1,70,137,511.4,124,2250,0,0,2.8,0,0,1.1,6,31,311,126,72,94,401401,417758,0,5.5
0,2,32,0,0,19.7,392,0,0,Anthony,Elanga,MID,1,10,420,702,51.6,418,155,0,0,5.5,0,0,0,13,1,29,377,180,11,290,33,0,4
0,0,11,0,0,12.7,408,0,0,Anthony,Gordon,MID,0,3.1,460,168,14.4,467,87,0,0,1,0,0,0.4,7,11,4,431,201,3,112153,145304,0,4
0,0,0,0,0,0,601,0,0,Anthony,Mancini,MID,0,0,621,612,0,613,0,0,0,0,0,0,0,4,90,0,585,228,0,1779,1440,0,4
0,13,339,5,1,426.1,75,3,2,Anwar,El Ghazi,MID,10,165.1,55,45,500.4,131,1604,0,1,4,0,0,1.2,2,7,726,44,24,111,616662,552243,2,6
4,5,585,11,1,843.2,16,0,1,Ashley,Westwood,MID,3,156.1,63,89,559.2,93,3410,0,0,2.9,0,0,0.7,4,90,156,228,115,112,107366,119930,7,5.5
1,2,149,5,4,323.6,119,4,0,Ayoze,Perez,MID,2,106.1,128,229,255.6,261,1322,0,2,2.3,0,0,0.6,9,13,482,72,40,58,61739,249985,2,6
2,0,101,3,0,132.1,237,0,0,Bamidele,Alli,MID,0,39.9,324,394,103.4,372,613,0,4,2,0,0,0.6,17,6,165,215,111,30,50411,270129,0,6.5
0,0,0,0,0,0,613,0,0,Ben,Woodburn,MID,0,0,629,696,0,623,0,0,0,0,0,0,0,11,14,0,599,235,0,142,51,0,4
0,1,75,2,0,142.7,226,0,0,Bernard,Anicio Caldeira Duarte,MID,1,32.7,349,154,104.8,370,447,0,0,1.8,0,0,0.1,7,11,80,314,156,21,13053,21968,2,5.5
7,9,413,11,5,476.2,64,0,2,Bernardo Mota,Veiga de Carvalho e Silva,MID,2,134.1,82,281,399.6,187,2063,0,0,3.6,0,0,1.1,12,43,463,75,43,94,271176,265872,5,7
7,7,407,11,4,530.6,55,1,2,Bertrand,Traore,MID,7,197.6,38,540,528.4,110,2315,0,0,3.8,0,0,0.7,2,7,917,26,12,135,263308,219181,1,6
0,0,38,1,0,50.9,342,0,0,Billy,Gilmour,MID,0,9.5,424,124,36,432,259,0,0,1.6,0,0,0.1,5,8,8,419,195,8,13069,18609,0,4
0,0,0,0,0,0,581,0,0,Brandon,Pierrick,MID,0,0,604,147,0,596,0,0,0,0,0,0,0.1,6,31,0,562,214,0,10842,15803,0,4
0,0,0,0,0,0,578,0,0,Bruno Andre,Cavaco Jordao,MID,0,0,601,475,0,593,0,0,0,0,0,0,0.2,20,39,0,559,211,0,16714,48253,0,4
14,36,870,13,2,1414.9,1,1,9,Bruno Miguel,Borges Fernandes,MID,18,396.2,1,302,1292.6,2,3101,1,1,6.6,0,0,48.7,13,1,1253,11,4,244,6424737,4058471,6,12
5,8,414,8,3,650.6,37,6,2,Bukayo,Saka,MID,5,212.7,27,24,493,137,2554,0,0,3.6,0,0,7.2,1,3,984,20,8,114,1921453,1914134,1,6.5
0,0,6,0,0,4.4,443,0,0,Caleb,Watts,MID,0,0.9,491,636,5.4,481,36,0,0,0.7,0,0,0,16,20,0,630,260,2,664,480,1,4
3,2,239,6,5,471.5,66,0,0,Callum,Hudson-Odoi,MID,2,109.9,120,122,291.8,237,1050,0,0,2.6,0,0,0.4,5,8,336,114,65,59,130166,144962,0,5.5
0,0,7,0,0,1.1,460,0,0,Carney,Chukwuemeka,MID,0,0.6,493,672,1,502,18,0,0,1,0,0,0,2,7,5,428,200,2,422,216,0,4
2,0,62,0,0,87.5,294,0,0,Cengiz,Under,MID,0,24.9,367,541,73.4,396,275,0,0,1.8,0,0,0,9,13,88,299,149,16,15324,15554,0,4
0,2,438,8,0,103,262,0,0,Cheikhou,Kouyate,MID,1,81.3,200,133,574.8,87,3121,0,0,2.3,0,0,0.3,6,31,134,254,128,82,89287,93925,4,4.5
0,0,0,0,0,0,699,0,0,Christian,Atsu,MID,0,0,706,330,0,703,0,0,0,0,0,0,0,14,4,0,697,291,0,927,6178,0,4
3,3,264,7,0,378.8,96,0,1,Christian,Pulisic,MID,4,146.2,75,119,361.4,205,1731,0,0,3,0,0,2.8,5,8,724,45,25,82,674397,1198261,2,8
0,0,0,0,0,0,620,0,0,Claudio,Gomes,MID,0,0,635,659,0,630,0,0,0,0,0,0,0,12,43,0,606,239,0,511,358,0,4
0,0,0,0,0,0,598,0,0,Cole,Palmer,MID,0,0,618,552,0,610,0,0,0,0,0,0,0,12,43,0,581,224,0,2129,2047,0,4
0,0,0,0,0,0,622,0,0,Conor,Coventry,MID,0,0,637,668,0,632,0,0,0,0,0,0,0,19,21,0,608,241,0,632,401,0,4
1,3,70,2,0,82.9,302,0,1,Conor,Hourihane,MID,1,18.2,393,33,65.4,407,225,0,0,5,0,0,0.1,2,7,33,373,178,20,23841,27592,0,4
0,0,0,0,0,0,600,0,0,Crysencio,Summerville,MID,0,0,620,693,0,612,0,0,0,0,0,0,0,10,2,0,584,227,0,219,128,0,4
2,0,226,5,0,233.4,178,0,0,Curtis,Jones,MID,1,74.8,219,263,224.6,276,1169,0,0,2.1,0,0,0.6,11,14,289,139,81,50,239769,241067,2,5
0,0,33,0,0,8.3,428,0,0,Dale,Stephens,MID,0,8,427,55,31,439,257,0,0,1.1,0,0,3.1,4,90,41,363,174,8,365908,1038265,1,4
2,5,240,8,0,322,122,0,0,Daniel,Castelo Podence,MID,3,106.2,127,469,285.6,240,1661,0,0,3.1,0,0,0.9,20,39,456,78,46,75,1047094,1059014,3,5.5
4,7,331,6,4,422.3,77,0,0,Daniel,Ceballos Fernandez,MID,0,92.4,166,501,359.8,207,1609,0,0,2.5,0,0,0.7,1,3,141,249,125,62,161696,257622,4,6
1,1,145,4,0,145.7,224,0,0,Daniel,James,MID,3,61.5,260,311,186,300,907,0,0,2.9,0,0,0.2,13,1,285,142,84,43,21119,37798,3,6
0,0,38,0,0,5.1,440,0,0,Davy,Propper,MID,0,8.2,426,59,24,448,209,0,0,1.3,0,0,0,3,36,52,349,169,9,2082,7154,0,4
1,2,520,11,0,343.8,113,2,0,Declan,Rice,MID,2,121.3,100,448,561.2,91,2880,1,2,2.7,0,0,1.8,19,21,303,130,75,86,240342,456335,2,5
0,0,3,0,0,1.3,455,0,0,Demarai,Gray,MID,0,0.5,497,230,0.2,508,18,0,0,1,0,0,0.1,9,13,3,438,202,1,2724,14369,0,4
2,1,129,3,0,132.1,236,0,0,Dennis,Praet,MID,1,36.9,336,225,119.2,356,714,0,0,2.5,0,0,0.1,9,13,120,264,132,37,79845,89231,0,5
0,9,228,4,0,188.3,201,0,0,Diogo,Jota,MID,9,125.7,93,468,387.4,191,1106,0,0,4.5,0,0,5.7,11,14,680,50,28,86,4153092,4026791,2,7.5
2,0,133,0,0,58.4,335,0,0,Donny,van de Beek,MID,1,24.5,369,495,117,358,511,0,0,1.7,0,0,1.3,13,1,70,324,162,32,169993,342394,1,5
2,0,358,12,0,304.5,135,5,0,Douglas Luiz,Soares de Paulo,MID,0,90,169,52,403.4,185,2781,0,0,2.2,1,0,0.2,2,7,189,197,101,72,32703,48081,8,4.5
5,8,493,11,2,790.3,20,4,2,Dwight,McNeil,MID,2,166.3,54,100,591.8,75,3068,0,0,3.1,0,0,0.5,4,90,277,148,88,113,80860,104671,1,6
8,17,470,6,1,653.1,36,3,4,Eberechi,Eze,MID,4,155.4,64,489,516.2,118,2555,0,0,3.7,0,0,1.2,6,31,383,98,57,125,352596,319122,3,6
0,0,3,0,0,0.3,474,0,0,Elliot,Anderson,MID,0,0.2,509,602,0,627,3,0,0,1,0,0,0,14,4,2,443,203,1,4028,3709,0,4
5,3,308,9,0,385.1,92,0,1,Emile,Smith Rowe,MID,2,88.1,175,23,273.2,251,1438,0,0,3.7,0,0,3.5,1,3,222,175,95,74,759912,493705,0,5.5
1,0,96,1,3,137.1,228,5,0,Erik,Lamela,MID,1,48.4,293,387,115.2,360,700,0,0,1.2,1,0,0.1,17,6,236,165,91,28,15142,25083,4,6
0,0,48,0,0,29.8,373,0,0,Fabian,Delph,MID,0,6.8,436,149,37,430,260,0,0,1,0,0,0,7,11,1,454,207,8,2872,5526,1,4
2,2,421,11,0,106.8,258,4,0,Fabio Henrique,Tavares,MID,0,64.6,252,253,460.4,158,2566,0,0,2.4,0,0,0.9,11,14,75,321,159,71,119250,188088,6,5.5
0,0,0,0,0,0,701,0,0,Facundo,Pellistri,MID,0,0,707,575,0,704,0,0,0,0,0,0,0,13,1,0,700,292,0,1125,1251,0,4
0,0,0,0,0,0,623,0,0,Faustino,Anjorin,MID,0,0,638,605,0,633,0,0,0,0,0,0,0,5,8,0,609,242,0,916,758,0,4
0,0,8,0,0,0.4,471,0,0,Felipe Anderson,Pereira Gomes,MID,0,0.5,498,440,2.4,493,2,0,0,1,0,0,0.1,19,21,2,451,206,2,4675,35412,0,4
0,0,0,0,0,0,619,0,0,Felix,Nmecha,MID,0,0,634,609,0,629,0,0,0,0,0,0,0,12,43,0,605,238,0,394,362,0,4
4,4,265,7,7,276.4,146,0,1,Ferran,Torres,MID,7,117,107,287,352.2,211,1297,0,0,4,0,0,3.6,12,43,543,60,34,95,534680,344667,1,7
0,1,404,12,0,395.6,87,5,0,Frederico,Rodrigues de Paula Santos,MID,1,108,122,299,482.6,145,2389,0,0,2.3,0,0,0.2,13,1,200,188,99,69,34222,36775,5,5
1,0,107,4,0,133.8,233,0,0,Gabriel Teodoro,Martinelli Silva,MID,2,57.5,265,26,142.6,342,582,0,0,2.6,0,0,0.3,1,3,300,132,77,36,118159,102890,0,5.5
3,16,366,5,2,306.5,134,2,4,Gareth,Bale,MID,11,136.4,81,543,550.8,97,912,0,3,5.7,0,0,4.2,17,6,507,68,39,113,1717954,1399144,1,9
0,0,0,0,0,0,668,0,0,Gedson,Carvalho Fernandes,MID,0,0,679,401,0,676,0,0,0,0,0,0,0.1,17,6,0,661,276,0,3097,8462,0,4
1,3,482,10,0,387,91,6,0,Georginio,Wijnaldum,MID,2,105.1,130,243,358.2,208,2938,0,0,2.6,0,0,1.2,11,14,307,128,73,97,180202,251629,1,8
1,0,149,5,4,222.8,183,6,0,Giovani,Lo Celso,MID,1,54.3,276,403,169.2,320,939,0,0,1.9,0,0,0.4,17,6,155,230,117,35,16184,48901,5,6
2,1,396,10,0,327.6,116,1,0,Granit,Xhaka,MID,1,94,159,9,456,160,2519,0,0,2.3,1,0,0.4,1,3,154,232,118,70,46739,85752,7,5
5,13,443,10,2,644.2,39,1,3,Gylfi,Sigurdsson,MID,6,168.8,51,150,530.6,108,2244,1,1,3.4,0,0,2.9,7,11,510,67,38,122,568764,467711,2,7
3,8,239,10,4,485.6,63,6,2,Hakim,Ziyech,MID,2,112.8,116,114,274.8,247,1164,0,0,3,0,0,2.1,5,8,369,100,59,70,1741089,1797114,3,7.5
0,0,59,2,0,13.5,405,0,0,Hamza,Choudhury,MID,0,7.6,429,234,34,434,311,0,0,1.4,0,0,0.1,9,13,29,378,181,14,4932,7729,1,4.5
0,0,2,0,0,0,648,0,0,Hannibal,Mejbri,MID,0,0.1,517,712,1.2,501,8,0,0,1,0,0,0,13,1,0,639,265,1,0,0,0,4
0,0,0,0,0,0,698,0,0,Harry,Wilson,MID,0,0,705,257,0,702,0,0,0,0,0,0,0,11,14,0,696,290,0,502,6183,0,4
0,0,124,1,0,77.6,309,0,0,Harry,Winks,MID,0,22.8,372,397,128.2,352,856,0,0,1.3,0,0,0.1,17,6,24,385,182,19,5690,14642,5,4.5
5,13,348,7,0,359,103,0,2,Harvey,Barnes,MID,9,172.7,49,235,556.4,95,1944,0,0,5,0,0,2.7,9,13,810,37,20,126,2581794,2718610,0,7
0,0,0,0,0,0,580,0,0,Harvey,Elliott,MID,0,0,603,265,0,595,0,0,0,0,0,0,0.1,11,14,0,561,213,0,12394,20770,0,4
4,2,162,3,0,134.3,231,0,1,Helder Wander,Sousa de Azevedo e Costa,MID,3,64.7,251,205,224.2,277,1150,0,0,2.9,0,0,2.1,10,2,289,141,83,63,1063120,1069382,0,5.5
0,0,0,0,0,0,556,0,0,Henri,Lansbury,MID,0,0,581,30,0,573,0,0,0,0,0,0,0.1,2,7,0,537,208,0,6231,20057,0,4
11,26,777,13,1,1049.9,8,4,9,Heung-Min,Son,MID,17,315.2,5,390,1052.2,6,3119,0,2,6.2,0,0,44.2,17,6,1046,16,6,228,8948988,7907511,0,10
0,0,43,0,0,71.5,321,0,0,Ian Carlo,Poveda-Ocampo,MID,0,21.8,377,209,55,414,344,0,0,1,0,0,0.3,10,2,91,293,145,14,74607,82473,0,4.5
0,0,132,3,0,143.2,225,0,0,Ibrahima,Diallo,MID,0,32.9,346,565,120.4,355,1010,0,0,1.4,0,0,0,16,20,66,328,165,31,7329,6016,3,4.5
4,22,620,12,6,688.4,30,4,6,Ilkay,Gundogan,MID,13,215.7,26,271,754.6,34,2025,1,5,5.6,0,0,17.1,12,43,712,47,27,157,4302689,3051539,1,7.5
0,0,211,4,0,117.7,247,0,0,Isaac,Hayden,MID,0,55.3,270,336,278,244,1942,0,0,1.7,0,0,0,14,4,155,229,116,40,7016,12083,8,4.5
0,0,0,0,0,0,654,0,0,Isaac,Price,MID,0,0,667,691,0,664,0,0,0,0,0,0,0,7,11,0,644,269,0,171,109,0,4
0,0,154,4,0,126.2,242,0,0,Jack,Cork,MID,0,34.9,338,84,140,343,1350,0,0,2.1,0,0,0,4,90,82,309,154,33,11770,11954,2,4.5
12,13,531,12,3,1029.6,9,2,2,Jack,Grealish,MID,6,265.3,11,37,707.4,44,2183,0,2,5.2,0,0,14.6,2,7,917,27,13,135,5460292,5366064,6,8
10,15,542,11,2,821.7,18,3,4,Jack,Harrison,MID,8,225.2,23,203,759.2,32,2846,0,0,4.4,0,0,7.6,10,2,666,52,30,160,1309819,810579,2,6
0,0,0,0,0,0,655,0,0,Jack,Jenkins,MID,0,0,668,599,0,665,0,0,0,0,0,0,0,10,2,0,645,270,0,2273,2001,0,4
0,0,0,0,0,0,688,0,0,Jack,Wilshere,MID,0,0,697,434,0,694,0,0,0,0,0,0,0,19,21,0,684,284,0,1191,10331,0,4
3,7,252,3,0,280.8,143,3,1,Jacob,Murphy,MID,2,93.2,163,497,363.4,203,1617,0,0,2.7,0,0,0.1,14,4,289,140,82,69,13892,13600,3,5
0,0,75,2,0,91.7,283,0,0,Jacob,Ramsey,MID,0,28.9,358,554,72.8,398,611,0,0,1.3,0,0,0.1,2,7,126,259,130,28,16728,14013,0,4.5
0,0,2,0,0,0.5,469,0,0,Jaden,Philogene-Bidace,MID,0,0.1,515,683,0,614,1,0,0,1,0,0,0,2,7,0,587,230,1,336,196,0,4
0,4,249,4,0,160.4,217,0,1,Jairo,Riedewald,MID,2,52.4,284,144,274,250,1810,0,0,1.9,0,0,0.7,6,31,88,298,148,64,272451,248089,4,5
0,0,0,0,0,0,626,0,0,Jake,Cain,MID,0,0,641,607,0,636,0,0,0,0,0,0,0,11,14,0,612,245,0,639,563,0,4
0,0,59,2,0,62.2,332,0,0,Jakub,Moder,MID,0,28.8,359,628,63.8,409,643,0,0,1.8,0,0,0,3,36,162,219,113,21,2023,1071,0,4.5
0,0,0,0,0,0,597,0,0,James,Garner,MID,0,0,617,317,0,609,0,0,0,0,0,0,0,13,1,0,580,223,0,2403,7023,0,4
7,12,473,10,2,770.3,22,1,3,James,Maddison,MID,8,202.5,35,231,588.4,77,2093,0,4,4.3,0,0,5.5,9,13,668,51,29,133,2715551,2509196,4,7
2,3,228,4,0,202.2,190,0,0,James,McArthur,MID,0,55.2,272,130,285.2,241,1465,0,0,2.5,0,0,0.1,6,31,65,334,166,45,8224,20013,3,4.5
0,0,129,2,5,87.2,295,0,0,James,McCarthy,MID,0,20.9,379,131,112.2,363,816,0,0,1.6,0,0,0.7,6,31,10,410,188,26,143257,267918,1,4.5
2,2,204,4,4,242,171,0,1,James,Milner,MID,0,55.2,273,241,200,290,1056,0,1,1.7,0,0,0.1,11,14,108,274,136,44,18310,28805,3,5
5,11,432,5,1,585.6,44,2,1,James,Rodriguez,MID,6,148.7,72,508,499.2,132,1763,0,0,4.4,0,0,7.8,7,11,399,95,55,101,3807180,4212199,4,7
